TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787034703313,27.5,12.6,-0.1,0.0,15.0,10.2
63787034704422,29.6,14.7,-0.1,0.0,15.0,10.9
63787034705547,28.5,13.6,-0.1,0.0,15.0,10.6
63787034706672,29.6,14.7,-0.1,0.0,15.0,11.5
63787034707796,29.0,14.1,-0.1,0.0,15.0,11.1
63787034708921,28.1,13.2,-0.1,0.0,15.0,9.8
63787034710030,28.5,13.6,-0.1,0.0,15.0,10.4
63787034711139,28.4,13.5,-0.1,0.0,15.0,9.5
63787034712293,28.8,13.9,-0.1,0.0,15.0,10.5
63787034713418,29.1,14.2,-0.1,0.0,15.0,11.3
63787034714542,29.3,14.4,-0.1,0.0,15.0,11.9
63787034715652,28.7,13.8,-0.1,0.0,15.0,10.7
63787034716761,29.2,14.3,-0.1,0.0,15.0,11.6
63787034717885,29.5,14.6,-0.1,0.0,15.0,11.2
63787034719010,29.0,14.1,-0.1,0.0,15.0,10.6
63787034720135,28.9,14.0,-0.1,0.0,15.0,10.7
63787034721240,28.6,13.7,-0.1,0.0,15.0,10.7
63787034722349,28.7,13.8,-0.1,0.0,15.0,10.7
63787034723474,28.3,13.4,-0.1,0.0,15.0,10.3
63787034724583,28.1,13.2,-0.1,0.0,15.0,10.5
63787034725708,28.7,13.8,-0.1,0.0,15.0,10.9
63787034726817,29.5,14.6,-0.1,0.0,15.0,11.4
63787034727941,28.2,13.3,-0.1,0.0,15.0,10.8
63787034729043,28.8,13.9,-0.1,0.0,15.0,10.7
63787034730184,27.9,13.0,-0.1,0.0,15.0,10.3
63787034731308,29.3,14.4,-0.1,0.0,15.0,11.3
63787034732433,28.1,13.2,-0.1,0.0,15.0,9.9
63787034733558,29.0,14.1,-0.1,0.0,15.0,10.9
63787034734683,28.5,13.6,-0.1,0.0,15.0,10.7
63787034735792,29.0,14.1,-0.1,0.0,15.0,10.9
63787034736901,28.2,13.3,-0.1,0.0,15.0,10.6
63787034738022,27.8,12.9,-0.1,0.0,15.0,9.8
63787034739147,28.4,13.5,-0.1,0.0,15.0,10.5
63787034740271,28.3,13.4,-0.1,0.0,15.0,9.9
63787034741396,29.0,14.1,-0.1,0.0,15.0,10.9
63787034742521,28.7,13.8,-0.1,0.0,15.0,11.2
63787034743646,29.6,14.7,-0.1,0.0,15.0,12.1
63787034744770,29.0,14.1,-0.1,0.0,15.0,10.2
63787034745879,30.0,15.1,-0.1,0.0,15.0,12.1
63787034747001,27.1,12.2,-0.1,0.0,15.0,10.6
63787034748106,27.5,12.6,-0.1,0.0,15.0,11.1
63787034749216,26.7,11.8,-0.1,0.0,15.0,10.4
63787034750352,27.3,12.4,-0.1,0.0,15.0,10.7
63787034751461,27.7,12.8,-0.1,0.0,15.0,11.3
63787034752579,26.8,11.9,-0.1,0.0,15.0,10.4
63787034753684,28.6,13.7,-0.1,0.0,15.0,12.4
63787034754809,28.0,13.1,-0.1,0.0,15.0,11.6
63787034755942,28.9,14.0,-0.1,0.0,15.0,12.0
63787034757067,27.8,12.9,-0.1,0.0,15.0,11.0
63787034758191,28.5,13.6,-0.1,0.0,15.0,12.0
63787034759316,27.2,12.3,-0.1,0.0,15.0,10.1
63787034760456,26.7,11.8,-0.1,0.0,15.0,10.3
63787034761581,27.1,12.2,-0.1,0.0,15.0,10.1
63787034762690,25.4,10.5,-0.1,0.0,15.0,8.6
63787034763815,27.9,13.0,-0.1,0.0,15.0,10.7
63787034764955,25.9,11.0,-0.1,0.0,15.0,8.9
63787034766080,27.5,12.6,-0.1,0.0,15.0,10.3
63787034767205,27.9,13.0,-0.1,0.0,15.0,10.8
63787034768329,27.5,12.6,-0.1,0.0,15.0,10.5
63787034769454,27.0,12.1,-0.1,0.0,15.0,10.0
63787034770579,27.3,12.4,-0.1,0.0,15.0,10.3
63787034771704,30.8,15.9,-0.1,0.0,15.0,12.6
63787034772828,29.1,14.2,-0.1,0.0,15.0,11.3
63787034773953,30.0,15.1,-0.1,0.0,15.0,12.7
63787034775062,30.5,15.6,-0.1,0.0,15.0,12.9
63787034776187,29.9,15.0,-0.1,0.0,15.0,12.4
63787034777305,28.7,13.8,-0.1,0.0,15.0,10.6
63787034778429,30.6,15.7,-0.1,0.0,15.0,12.8
63787034779554,29.0,14.1,-0.1,0.0,15.0,11.6
63787034780679,29.3,14.4,-0.1,0.0,15.0,11.2
63787034781804,29.1,14.2,-0.1,0.0,15.0,10.7
63787034782944,29.6,14.7,-0.1,0.0,15.0,12.4
63787034784065,29.2,14.3,-0.1,0.0,15.0,11.3
63787034785190,28.9,14.0,-0.1,0.0,15.0,11.4
63787034786315,29.8,14.9,-0.1,0.0,15.0,12.2
63787034787424,28.8,13.9,-0.1,0.0,15.0,11.5
63787034788549,29.1,14.2,-0.1,0.0,15.0,11.5
63787034789673,29.7,14.8,-0.1,0.0,15.0,12.3
63787034790796,30.2,15.3,-0.1,0.0,15.0,12.3
63787034791921,30.5,15.6,-0.1,0.0,15.0,12.7
63787034793045,28.6,13.7,-0.1,0.0,15.0,11.2
63787034794170,30.0,15.1,-0.1,0.0,15.0,12.6
63787034795295,29.8,14.9,-0.1,0.0,15.0,12.0
63787034796451,30.0,15.1,-0.1,0.0,15.0,12.1
63787034797588,30.5,15.6,-0.1,0.0,15.0,10.7
63787034798704,29.4,14.5,-0.1,0.0,15.0,11.9
63787034799828,30.0,15.1,-0.1,0.0,15.0,12.2
63787034800938,29.9,15.0,-0.1,0.0,15.0,12.0
63787034802078,29.4,14.5,-0.1,0.0,15.0,11.5
63787034803203,29.9,15.0,-0.1,0.0,15.0,11.5
63787034804340,26.5,11.6,-0.1,0.0,15.0,9.4
63787034805459,26.5,11.6,-0.1,0.0,15.0,9.3
63787034806584,27.6,12.7,-0.1,0.0,15.0,10.9
63787034807708,27.0,12.1,-0.1,0.0,15.0,10.5
63787034808817,27.3,12.4,-0.1,0.0,15.0,11.1
63787034809942,26.0,11.1,-0.1,0.0,15.0,10.1
63787034811067,28.4,13.5,-0.1,0.0,15.0,10.9
63787034812192,26.2,11.3,-0.1,0.0,15.0,9.6
63787034813316,27.6,12.7,-0.1,0.0,15.0,11.1
63787034814441,27.2,12.3,-0.1,0.0,15.0,10.6
