TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787280127485,28.1,13.2,-0.1,0.0,15.0,10.4
63787280128582,27.5,12.6,-0.1,0.0,15.0,11.4
63787280129675,28.9,14.0,-0.1,0.0,15.0,12.2
63787280130735,28.4,13.5,-0.1,0.0,15.0,11.5
63787280131813,27.8,12.9,-0.1,0.0,15.0,11.1
63787280132904,28.5,13.6,-0.1,0.0,15.0,12.1
63787280133979,28.0,13.1,-0.1,0.0,15.0,10.9
63787280135073,29.1,14.2,-0.1,0.0,15.0,12.3
63787280136159,27.2,12.3,-0.1,0.0,15.0,10.4
63787280137240,25.7,10.8,-0.1,0.0,15.0,9.4
63787280138316,26.5,11.6,-0.1,0.0,15.0,10.1
63787280139416,27.3,12.4,-0.1,0.0,15.0,10.6
63787280140478,26.3,11.4,-0.1,0.0,15.0,9.6
63787280141549,26.9,12.0,-0.1,0.0,15.0,10.2
63787280142627,28.6,13.7,-0.1,0.0,15.0,11.6
63787280143683,27.0,12.1,-0.1,0.0,15.0,10.8
63787280144756,26.8,11.9,-0.1,0.0,15.0,10.6
63787280145826,28.3,13.4,-0.1,0.0,15.0,11.9
63787280146917,25.7,10.8,-0.1,0.0,15.0,9.5
63787280147998,26.0,11.1,-0.1,0.0,15.0,9.5
63787280149073,26.7,11.8,-0.1,0.0,15.0,10.6
63787280150160,26.5,11.6,-0.1,0.0,15.0,10.0
63787280151250,29.3,14.4,-0.1,0.0,15.0,11.6
63787280152311,27.6,12.7,-0.1,0.0,15.0,10.6
63787280153404,29.0,14.1,-0.1,0.0,15.0,11.8
63787280154479,27.9,13.0,-0.1,0.0,15.0,11.8
63787280155572,26.5,11.6,-0.1,0.0,15.0,10.4
63787280156674,28.6,13.7,-0.1,0.0,15.0,11.8
63787280157750,25.9,11.0,-0.1,0.0,15.0,10.2
63787280158812,27.6,12.7,-0.1,0.0,15.0,11.3
63787280159867,28.3,13.4,-0.1,0.0,15.0,12.1
63787280160929,26.2,11.2,-0.1,0.0,15.0,9.8
63787280161989,26.9,12.0,-0.1,0.0,15.0,9.8
63787280163067,27.7,12.8,-0.1,0.0,15.0,11.1
63787280164174,27.6,12.7,-0.1,0.0,15.0,11.0
63787280165249,27.8,12.9,-0.1,0.0,15.0,10.8
63787280166312,28.5,13.6,-0.1,0.0,15.0,11.4
63787280167387,27.7,12.8,-0.1,0.0,15.0,11.5
63787280168465,28.3,13.4,-0.1,0.0,15.0,11.3
63787280169540,27.9,12.9,-0.1,0.0,15.0,11.8
63787280170603,26.9,12.0,-0.1,0.0,15.0,10.0
63787280171678,27.5,12.6,-0.1,0.0,15.0,10.9
63787280172741,26.9,12.0,-0.1,0.0,15.0,10.6
63787280173824,29.3,14.4,-0.1,0.0,15.0,10.0
63787280174917,27.5,12.6,-0.1,0.0,15.0,11.4
63787280175998,26.7,11.8,-0.1,0.0,15.0,9.8
63787280177076,30.3,15.4,-0.1,0.0,15.0,14.0
63787280178147,27.7,12.8,-0.1,0.0,15.0,11.6
63787280179241,26.3,11.4,-0.1,0.0,15.0,10.0
63787280180317,28.1,13.2,-0.1,0.0,15.0,11.5
63787280181410,26.4,11.5,-0.1,0.0,15.0,9.5
63787280182497,27.3,12.4,-0.1,0.0,15.0,10.6
63787280183575,27.9,13.0,-0.1,0.0,15.0,11.4
63787280184666,27.4,12.5,-0.1,0.0,15.0,11.1
63787280185744,27.8,12.9,-0.1,0.0,15.0,11.1
63787280186819,27.9,12.9,-0.1,0.0,15.0,11.5
63787280187913,27.7,12.8,-0.1,0.0,15.0,11.5
63787280188988,28.8,13.9,-0.1,0.0,15.0,12.0
63787280190082,28.1,13.2,-0.1,0.0,15.0,11.8
63787280191169,27.3,12.4,-0.1,0.0,15.0,10.8
63787280192247,28.3,13.4,-0.1,0.0,15.0,11.1
63787280193318,28.4,13.5,-0.1,0.0,15.0,13.0
63787280194412,28.5,13.6,-0.1,0.0,15.0,12.1
63787280195482,26.9,12.0,-0.1,0.0,15.0,10.2
63787280196560,28.0,13.1,-0.1,0.0,15.0,11.5
63787280197632,26.3,11.4,-0.1,0.0,15.0,10.3
63787280198710,27.7,12.8,-0.1,0.0,15.0,11.3
63787280199785,28.9,14.0,-0.1,0.0,15.0,12.6
63787280200894,28.3,13.4,-0.1,0.0,15.0,11.5
63787280201969,25.9,11.0,-0.1,0.0,15.0,9.6
63787280203031,27.4,12.5,-0.1,0.0,15.0,10.5
63787280204118,27.5,12.6,-0.1,0.0,15.0,10.9
63787280205189,26.4,11.5,-0.1,0.0,15.0,10.1
63787280206282,28.7,13.8,-0.1,0.0,15.0,12.1
63787280207375,28.0,13.1,-0.1,0.0,15.0,11.9
