TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787039539291,16.2,1.3,-0.1,0.0,15.0,0.7
63787039540509,28.4,13.5,-0.1,0.0,15.0,11.5
63787039541728,27.0,12.1,-0.1,0.0,15.0,10.4
63787039542931,30.6,15.7,-0.1,0.0,15.0,12.6
63787039544149,27.4,12.5,-0.1,0.0,15.0,10.6
63787039545368,27.4,12.5,-0.1,0.0,15.0,10.8
63787039546586,26.6,11.7,-0.1,0.0,15.0,9.9
63787039547789,28.4,13.5,-0.1,0.0,15.0,12.0
63787039548992,27.7,12.8,-0.1,0.0,15.0,10.9
63787039550195,27.9,13.0,-0.1,0.0,15.0,11.4
63787039551397,28.0,13.1,-0.1,0.0,15.0,11.1
63787039552600,29.4,14.5,-0.1,0.0,15.0,13.3
63787039553819,27.6,12.7,-0.1,0.0,15.0,11.1
63787039555022,28.2,13.3,-0.1,0.0,15.0,11.4
63787039556224,30.5,15.6,-0.1,0.0,15.0,14.0
63787039557427,28.4,13.5,-0.1,0.0,15.0,11.8
63787039558630,28.2,13.3,-0.1,0.0,15.0,11.8
63787039559849,29.8,14.9,-0.1,0.0,15.0,12.8
63787039561067,27.7,12.8,-0.1,0.0,15.0,11.2
63787039562254,27.5,12.6,-0.1,0.0,15.0,11.1
63787039563441,27.9,13.0,-0.1,0.0,15.0,11.1
63787039564644,28.8,13.9,-0.1,0.0,15.0,10.3
63787039565832,28.2,13.3,-0.1,0.0,15.0,10.5
63787039567019,29.3,14.4,-0.1,0.0,15.0,11.1
63787039568206,28.0,13.1,-0.1,0.0,15.0,10.1
63787039569393,28.9,14.0,-0.1,0.0,15.0,10.9
63787039570565,28.5,13.6,-0.1,0.0,15.0,10.7
63787039571752,28.0,13.1,-0.1,0.0,15.0,9.9
63787039572939,29.0,14.1,-0.1,0.0,15.0,10.2
63787039574126,29.5,14.6,-0.1,0.0,15.0,10.7
63787039575329,29.6,14.7,-0.1,0.0,15.0,10.9
63787039576501,28.3,13.4,-0.1,0.0,15.0,10.7
63787039577688,28.5,13.6,-0.1,0.0,15.0,10.3
63787039578891,27.6,12.7,-0.1,0.0,15.0,9.5
63787039580078,28.4,13.5,-0.1,0.0,15.0,10.1
63787039581265,30.1,15.2,-0.1,0.0,15.0,12.3
63787039582453,29.1,14.2,-0.1,0.0,15.0,10.3
63787039583640,28.7,13.8,-0.1,0.0,15.0,9.9
63787039584827,28.7,13.8,-0.1,0.0,15.0,10.0
63787039586014,29.4,14.5,-0.1,0.0,15.0,11.8
63787039587186,28.2,13.3,-0.1,0.0,15.0,9.6
63787039588373,29.1,14.2,-0.1,0.0,15.0,11.1
63787039589545,26.5,11.6,-0.1,0.0,15.0,9.9
63787039590732,27.9,13.0,-0.1,0.0,15.0,11.5
63787039591919,29.1,14.2,-0.1,0.0,15.0,11.5
63787039593091,28.3,13.4,-0.1,0.0,15.0,11.4
63787039594262,25.5,10.6,-0.1,0.0,15.0,9.2
63787039595450,28.5,13.6,-0.1,0.0,15.0,12.0
63787039596621,30.5,15.6,-0.1,0.0,15.0,13.9
63787039597793,29.8,14.9,-0.1,0.0,15.0,13.2
63787039598964,27.0,12.1,-0.1,0.0,15.0,10.7
63787039600152,27.9,13.0,-0.1,0.0,15.0,11.1
63787039601339,27.1,12.2,-0.1,0.0,15.0,10.8
63787039602526,26.4,11.5,-0.1,0.0,15.0,9.8
63787039603713,29.6,14.7,-0.1,0.0,15.0,12.9
63787039604899,28.6,13.7,-0.1,0.0,15.0,12.0
63787039606071,28.0,13.1,-0.1,0.0,15.0,11.3
63787039607242,26.9,12.0,-0.1,0.0,15.0,10.2
63787039608429,27.4,12.5,-0.1,0.0,15.0,10.9
63787039609601,27.2,12.3,-0.1,0.0,15.0,10.8
63787039610804,29.4,14.5,-0.1,0.0,15.0,12.9
63787039612038,27.6,12.7,-0.1,0.0,15.0,11.4
63787039613241,28.3,13.4,-0.1,0.0,15.0,11.7
63787039614444,27.4,12.5,-0.1,0.0,15.0,10.3
63787039615646,28.3,13.4,-0.1,0.0,15.0,11.8
63787039616865,27.2,12.3,-0.1,0.0,15.0,10.8
63787039618068,28.0,13.1,-0.1,0.0,15.0,11.4
63787039619271,27.9,13.0,-0.1,0.0,15.0,11.7
63787039620473,26.4,11.5,-0.1,0.0,15.0,10.1
63787039621676,28.8,13.9,-0.1,0.0,15.0,12.2
63787039622879,28.3,13.4,-0.1,0.0,15.0,11.5
63787039624098,28.9,14.0,-0.1,0.0,15.0,12.3
63787039625300,28.4,13.5,-0.1,0.0,15.0,11.7
63787039626503,28.7,13.8,-0.1,0.0,15.0,11.4
63787039627722,29.0,14.1,-0.1,0.0,15.0,12.1
63787039628925,28.6,13.7,-0.1,0.0,15.0,12.0
63787039630127,30.2,15.3,-0.1,0.0,15.0,13.3
63787039631330,28.4,13.5,-0.1,0.0,15.0,11.9
63787039632549,28.4,13.5,-0.1,0.0,15.0,11.5
63787039633720,29.1,14.2,-0.1,0.0,15.0,12.9
63787039634892,26.6,11.7,-0.1,0.0,15.0,9.4
63787039636063,26.8,11.9,-0.1,0.0,15.0,10.2
63787039637235,27.3,12.4,-0.1,0.0,15.0,10.6
63787039638391,26.7,11.8,-0.1,0.0,15.0,10.0
63787039639563,27.5,12.6,-0.1,0.0,15.0,11.0
63787039640734,28.2,13.3,-0.1,0.0,15.0,11.3
63787039641906,26.3,11.4,-0.1,0.0,15.0,10.2
63787039643109,30.5,15.6,-0.1,0.0,15.0,13.9
63787039644311,29.3,14.4,-0.1,0.0,15.0,12.4
63787039645499,28.2,13.3,-0.1,0.0,15.0,11.6
63787039646702,27.2,12.3,-0.1,0.0,15.0,10.8
63787039647904,28.4,13.5,-0.1,0.0,15.0,12.1
63787039649107,28.7,13.8,-0.1,0.0,15.0,12.0
63787039650326,27.7,12.8,-0.1,0.0,15.0,11.6
63787039651513,28.5,13.6,-0.1,0.0,15.0,11.9
63787039652716,29.1,14.2,-0.1,0.0,15.0,12.4
63787039653919,28.0,13.1,-0.1,0.0,15.0,11.6
63787039655121,28.5,13.6,-0.1,0.0,15.0,11.9
63787039656309,30.1,15.2,-0.1,0.0,15.0,13.4
63787039657511,28.4,13.5,-0.1,0.0,15.0,11.4
63787039658699,29.0,14.1,-0.1,0.0,15.0,12.7
63787039659886,28.5,13.6,-0.1,0.0,15.0,12.4
63787039661089,28.1,13.2,-0.1,0.0,15.0,11.7
63787039662260,27.8,12.9,-0.1,0.0,15.0,11.5
63787039663416,26.5,11.6,-0.1,0.0,15.0,9.9
63787039664588,26.8,11.9,-0.1,0.0,15.0,10.6
63787039665760,27.1,12.2,-0.1,0.0,15.0,10.9
63787039666931,28.1,13.2,-0.1,0.0,15.0,11.6
63787039668103,27.9,13.0,-0.1,0.0,15.0,11.7
63787039669274,27.6,12.7,-0.1,0.0,15.0,10.7
63787039670446,26.7,11.8,-0.1,0.0,15.0,10.2
63787039671649,28.7,13.8,-0.1,0.0,15.0,10.9
63787039672836,27.8,12.9,-0.1,0.0,15.0,11.4
63787039674023,27.5,12.6,-0.1,0.0,15.0,11.5
63787039675210,28.3,13.4,-0.1,0.0,15.0,11.6
63787039676398,27.3,12.4,-0.1,0.0,15.0,10.7
63787039677585,28.3,13.4,-0.1,0.0,15.0,12.2
63787039678772,28.5,13.6,-0.1,0.0,15.0,11.9
63787039679959,29.5,14.6,-0.1,0.0,15.0,12.9
63787039681147,27.4,12.5,-0.1,0.0,15.0,11.1
63787039682334,28.3,13.4,-0.1,0.0,15.0,12.0
63787039683505,29.9,15.0,-0.1,0.0,15.0,12.4
63787039684693,30.2,15.3,-0.1,0.0,15.0,12.6
63787039685880,29.5,14.6,-0.1,0.0,15.0,11.8
63787039687051,30.4,15.5,-0.1,0.0,15.0,12.5
63787039688239,29.5,14.6,-0.1,0.0,15.0,11.6
63787039689410,29.4,14.5,-0.1,0.0,15.0,11.5
63787039690613,30.5,15.6,-0.1,0.0,15.0,11.9
63787039691800,29.4,14.5,-0.1,0.0,15.0,11.7
63787039692987,29.6,14.7,-0.1,0.0,15.0,11.7
