TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787031299887,23.0,8.1,-0.1,0.0,15.0,4.7
63787031301012,27.7,12.8,-0.1,0.0,15.0,9.7
63787031302152,29.9,15.0,-0.1,0.0,15.0,12.1
63787031303261,30.1,15.2,-0.1,0.0,15.0,11.1
63787031304386,26.8,11.9,-0.1,0.0,15.0,10.7
63787031305485,27.6,12.7,-0.1,0.0,15.0,10.9
63787031306610,30.4,15.5,-0.1,0.0,15.0,11.7
63787031307750,29.1,14.2,-0.1,0.0,15.0,12.3
63787031308875,28.0,13.1,-0.1,0.0,15.0,10.4
63787031309988,28.1,13.2,-0.1,0.0,15.0,10.4
63787031311097,28.3,13.4,-0.1,0.0,15.0,12.2
63787031312222,27.9,13.0,-0.1,0.0,15.0,11.1
63787031313347,27.2,12.3,-0.1,0.0,15.0,11.2
63787031314494,29.0,14.1,-0.1,0.0,15.0,12.8
63787031315618,28.6,13.7,-0.1,0.0,15.0,11.6
63787031316727,28.7,13.8,-0.1,0.0,15.0,12.8
63787031317852,25.4,10.5,-0.1,0.0,15.0,9.2
63787031318961,25.7,10.8,-0.1,0.0,15.0,9.8
63787031320089,28.2,13.3,-0.1,0.0,15.0,11.6
63787031321198,30.4,15.5,-0.1,0.0,15.0,14.4
63787031322307,26.7,11.8,-0.1,0.0,15.0,10.5
63787031323432,29.2,14.3,-0.1,0.0,15.0,12.9
63787031324530,28.9,14.0,-0.1,0.0,15.0,9.9
63787031325655,28.0,13.1,-0.1,0.0,15.0,10.7
63787031326764,28.8,13.9,-0.1,0.0,15.0,9.2
63787031327889,32.0,17.1,-0.1,0.0,15.0,9.0
63787031329017,32.6,17.7,-0.1,0.0,15.0,8.0
63787031330132,28.6,13.7,-0.1,0.0,15.0,9.6
63787031331241,28.2,13.3,-0.1,0.0,15.0,10.2
63787031332364,27.4,12.5,-0.1,0.0,15.0,9.4
63787031333467,29.0,14.1,-0.1,0.0,15.0,9.6
63787031334559,32.5,17.6,-0.1,0.0,15.0,11.1
63787031335668,28.2,13.3,-0.1,0.0,15.0,9.5
63787031336796,30.5,15.6,-0.1,0.0,15.0,10.2
63787031337919,28.7,13.8,-0.1,0.0,15.0,10.7
63787031339022,28.6,13.7,-0.1,0.0,15.0,10.4
63787031340131,28.1,13.2,-0.1,0.0,15.0,10.0
63787031341239,29.0,14.1,-0.1,0.0,15.0,11.5
63787031342340,28.1,13.2,-0.1,0.0,15.0,10.2
63787031343436,30.1,15.2,-0.1,0.0,15.0,10.8
63787031344566,28.8,13.9,-0.1,0.0,15.0,9.6
63787031345674,29.6,14.7,-0.1,0.0,15.0,11.0
63787031346792,30.5,15.6,-0.1,0.0,15.0,9.5
63787031347917,29.7,14.8,-0.1,0.0,15.0,10.7
63787031349010,29.4,14.5,-0.1,0.0,15.0,11.3
63787031350119,28.9,14.0,-0.1,0.0,15.0,10.3
63787031351228,29.0,14.1,-0.1,0.0,15.0,10.2
63787031352353,31.6,16.7,-0.1,0.0,15.0,10.6
63787031353446,33.8,18.9,-0.1,0.0,15.0,11.1
63787031354570,28.4,13.5,-0.1,0.0,15.0,10.6
63787031355695,27.1,12.2,-0.1,0.0,15.0,9.8
63787031356823,27.7,12.8,-0.1,0.0,15.0,10.0
63787031357928,28.6,13.7,-0.1,0.0,15.0,9.6
63787031359046,29.0,14.1,-0.1,0.0,15.0,11.9
63787031360159,25.1,10.2,-0.1,0.0,15.0,7.8
63787031361309,29.2,14.3,-0.1,0.0,15.0,11.2
63787031362434,29.7,14.8,-0.1,0.0,15.0,10.8
63787031363558,27.7,12.8,-0.1,0.0,15.0,10.2
63787031364667,27.0,12.1,-0.1,0.0,15.0,10.4
63787031365777,27.1,12.2,-0.1,0.0,15.0,11.2
63787031366886,29.3,14.4,-0.1,0.0,15.0,12.2
63787031367995,27.4,12.5,-0.1,0.0,15.0,9.6
63787031369104,29.2,14.3,-0.1,0.0,15.0,10.1
63787031370213,27.9,13.0,-0.1,0.0,15.0,10.8
63787031371322,27.0,12.1,-0.1,0.0,15.0,9.9
63787031372494,28.5,13.6,-0.1,0.0,15.0,11.5
63787031373603,30.0,15.1,-0.1,0.0,15.0,10.3
63787031374728,27.5,12.6,-0.1,0.0,15.0,10.5
63787031375850,31.2,16.3,-0.1,0.0,15.0,10.1
63787031376970,27.9,13.0,-0.1,0.0,15.0,11.1
63787031378096,31.1,16.2,-0.1,0.0,15.0,10.8
63787031379221,28.6,13.7,-0.1,0.0,15.0,12.4
63787031380345,28.9,14.0,-0.1,0.0,15.0,11.5
63787031381484,28.1,13.2,-0.1,0.0,15.0,9.8
