TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63786964960505,24.4,9.5,-0.1,0.0,15.0,7.6
63786964961689,28.2,13.3,-0.1,0.0,15.0,10.3
63786964962885,29.0,14.1,-0.1,0.0,15.0,10.8
63786964964054,30.4,15.5,-0.1,0.0,15.0,9.9
63786964965254,28.0,13.1,-0.1,0.0,15.0,11.7
63786964966453,28.6,13.7,-0.1,0.0,15.0,10.5
63786964967657,27.4,12.5,-0.1,0.0,15.0,10.5
63786964968847,27.3,12.4,-0.1,0.0,15.0,10.3
63786964970049,27.3,12.4,-0.1,0.0,15.0,9.7
63786964971249,27.1,12.2,-0.1,0.0,15.0,10.8
63786964972445,28.9,14.0,-0.1,0.0,15.0,10.7
63786964973635,28.3,13.4,-0.1,0.0,15.0,11.5
63786964974817,25.6,10.7,-0.1,0.0,15.0,8.8
63786964975997,27.0,12.1,-0.1,0.0,15.0,9.8
63786964977215,27.3,12.4,-0.1,0.0,15.0,10.7
63786964978408,26.8,11.9,-0.1,0.0,15.0,9.0
63786964979593,29.5,14.6,-0.1,0.0,15.0,10.9
63786964980780,27.4,12.5,-0.1,0.0,15.0,10.8
63786964981975,29.0,14.1,-0.1,0.0,15.0,10.7
63786964983155,28.4,13.5,-0.1,0.0,15.0,10.5
63786964984337,28.2,13.3,-0.1,0.0,15.0,11.3
63786964985510,27.5,12.6,-0.1,0.0,15.0,10.3
63786964986697,27.6,12.7,-0.1,0.0,15.0,10.6
63786964987863,29.2,14.3,-0.1,0.0,15.0,11.0
63786964989043,28.6,13.7,-0.1,0.0,15.0,11.0
63786964990254,28.9,14.0,-0.1,0.0,15.0,12.3
63786964991427,26.5,11.6,-0.1,0.0,15.0,9.8
63786964992627,26.4,11.5,-0.1,0.0,15.0,9.5
63786964993808,26.7,11.8,-0.1,0.0,15.0,9.2
63786964994979,27.6,12.7,-0.1,0.0,15.0,9.2
63786964996153,27.1,12.2,-0.1,0.0,15.0,9.9
63786964997344,28.1,13.2,-0.1,0.0,15.0,10.0
63786964998563,28.5,13.6,-0.1,0.0,15.0,11.2
63786964999757,28.5,13.6,-0.1,0.0,15.0,11.6
63786965000942,28.2,13.3,-0.1,0.0,15.0,10.3
63786965002160,27.8,12.9,-0.1,0.0,15.0,11.2
63786965003344,27.5,12.6,-0.1,0.0,15.0,9.8
63786965004551,26.4,11.5,-0.1,0.0,15.0,9.9
63786965005759,27.2,12.3,-0.1,0.0,15.0,9.9
63786965006938,27.4,12.5,-0.1,0.0,15.0,10.3
63786965008162,29.2,14.3,-0.1,0.0,15.0,11.8
63786965009373,26.2,11.3,-0.1,0.0,15.0,9.2
63786965010561,29.1,14.2,-0.1,0.0,15.0,10.8
63786965011757,28.5,13.6,-0.1,0.0,15.0,11.0
63786965012931,29.3,14.3,-0.1,0.0,15.0,11.8
63786965014112,28.0,13.1,-0.1,0.0,15.0,10.5
63786965015295,28.6,13.7,-0.1,0.0,15.0,11.5
63786965016485,30.3,15.4,-0.1,0.0,15.0,13.0
63786965017674,27.6,12.7,-0.1,0.0,15.0,10.8
63786965018867,27.6,12.7,-0.1,0.0,15.0,9.5
63786965020066,30.4,15.5,-0.1,0.0,15.0,13.4
63786965021250,31.4,16.4,-0.1,0.0,15.0,10.1
63786965022435,27.2,12.3,-0.1,0.0,15.0,10.4
63786965023641,28.3,13.4,-0.1,0.0,15.0,10.2
63786965024841,27.8,12.9,-0.1,0.0,15.0,11.1
63786965026047,27.7,12.8,-0.1,0.0,15.0,9.5
63786965027254,28.3,13.4,-0.1,0.0,15.0,11.4
63786965028440,30.0,15.1,-0.1,0.0,15.0,12.5
63786965029678,28.3,13.4,-0.1,0.0,15.0,11.4
63786965030855,28.4,13.5,-0.1,0.0,15.0,11.1
63786965032037,28.6,13.7,-0.1,0.0,15.0,11.6
63786965033215,27.6,12.7,-0.1,0.0,15.0,11.3
63786965034403,27.1,12.2,-0.1,0.0,15.0,10.1
63786965035595,27.5,12.6,-0.1,0.0,15.0,10.7
63786965036789,27.0,12.1,-0.1,0.0,15.0,10.5
63786965037978,27.5,12.6,-0.1,0.0,15.0,10.8
63786965039147,27.8,12.9,-0.1,0.0,15.0,10.8
63786965040323,28.4,13.5,-0.1,0.0,15.0,11.8
63786965041497,27.2,12.3,-0.1,0.0,15.0,10.3
63786965042685,27.8,12.9,-0.1,0.0,15.0,11.1
63786965043875,28.9,14.0,-0.1,0.0,15.0,11.7
63786965045066,28.2,13.3,-0.1,0.0,15.0,11.8
63786965046283,29.4,14.5,-0.1,0.0,15.0,12.5
63786965047483,27.5,12.6,-0.1,0.0,15.0,10.9
63786965048682,29.3,14.4,-0.1,0.0,15.0,12.4
63786965049859,29.1,14.2,-0.1,0.0,15.0,11.8
63786965051052,27.9,13.0,-0.1,0.0,15.0,11.4
63786965052275,28.0,13.1,-0.1,0.0,15.0,11.2
63786965053457,30.5,15.6,-0.1,0.0,15.0,12.4
63786965054635,28.9,14.0,-0.1,0.0,15.0,12.6
63786965055817,30.0,15.1,-0.1,0.0,15.0,12.4
63786965057007,28.4,13.5,-0.1,0.0,15.0,11.8
63786965058182,29.1,14.2,-0.1,0.0,15.0,12.0
63786965059367,28.8,13.9,-0.1,0.0,15.0,11.6
