TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63786894504588,27.9,13.0,-0.1,0.0,15.0,11.1
63786894505643,25.7,10.8,-0.1,0.0,15.0,9.8
63786894506689,26.9,12.0,-0.1,0.0,15.0,10.5
63786894507737,27.7,12.8,-0.1,0.0,15.0,10.5
63786894508795,28.3,13.4,-0.1,0.0,15.0,11.7
63786894509840,29.0,14.1,-0.1,0.0,15.0,13.1
63786894510895,26.8,11.9,-0.1,0.0,15.0,9.7
63786894511953,26.9,12.0,-0.1,0.0,15.0,11.2
63786894512995,27.1,12.2,-0.1,0.0,15.0,10.4
63786894514042,26.9,12.0,-0.1,0.0,15.0,10.4
63786894515089,26.0,11.1,-0.1,0.0,15.0,9.7
63786894516136,26.5,11.6,-0.1,0.0,15.0,10.3
63786894517189,26.5,11.6,-0.1,0.0,15.0,9.4
63786894518233,26.4,11.5,-0.1,0.0,15.0,9.7
63786894519278,26.0,11.1,-0.1,0.0,15.0,9.8
63786894520340,28.1,13.2,-0.1,0.0,15.0,12.0
63786894521394,27.2,12.3,-0.1,0.0,15.0,10.7
63786894522454,26.0,11.1,-0.1,0.0,15.0,9.1
63786894523505,26.7,11.8,-0.1,0.0,15.0,10.1
63786894524562,26.9,12.0,-0.1,0.0,15.0,10.6
63786894525623,28.3,13.4,-0.1,0.0,15.0,11.5
63786894526673,25.3,10.4,-0.1,0.0,15.0,9.5
63786894527712,27.7,12.8,-0.1,0.0,15.0,10.3
63786894528760,28.6,13.7,-0.1,0.0,15.0,11.7
63786894529830,28.3,13.4,-0.1,0.0,15.0,12.4
63786894530880,27.9,13.0,-0.1,0.0,15.0,11.0
63786894531929,26.2,11.3,-0.1,0.0,15.0,9.6
63786894532984,27.9,13.0,-0.1,0.0,15.0,11.2
63786894534021,25.6,10.7,-0.1,0.0,15.0,9.3
63786894535080,27.7,12.8,-0.1,0.0,15.0,11.2
63786894536120,29.1,14.2,-0.1,0.0,15.0,12.5
63786894537169,26.8,11.9,-0.1,0.0,15.0,9.9
63786894538236,26.4,11.5,-0.1,0.0,15.0,10.2
63786894539273,27.0,12.1,-0.1,0.0,15.0,10.3
63786894540321,26.5,11.6,-0.1,0.0,15.0,9.6
63786894541373,25.6,10.7,-0.1,0.0,15.0,9.4
63786894542415,26.6,11.7,-0.1,0.0,15.0,10.5
63786894543475,29.6,14.7,-0.1,0.0,15.0,12.8
63786894544535,26.7,11.8,-0.1,0.0,15.0,10.9
63786894545593,26.5,11.6,-0.1,0.0,15.0,10.4
63786894546643,27.6,12.7,-0.1,0.0,15.0,10.3
63786894547695,27.9,13.0,-0.1,0.0,15.0,11.1
63786894548743,26.7,11.8,-0.1,0.0,15.0,10.0
63786894549804,28.3,13.4,-0.1,0.0,15.0,11.6
63786894550855,28.2,13.3,-0.1,0.0,15.0,12.1
63786894551911,27.5,12.6,-0.1,0.0,15.0,10.7
63786894552972,27.3,12.4,-0.1,0.0,15.0,10.8
63786894554028,27.0,12.1,-0.1,0.0,15.0,10.8
63786894555077,26.7,11.8,-0.1,0.0,15.0,10.2
63786894556129,26.7,11.8,-0.1,0.0,15.0,10.7
63786894557178,27.7,12.8,-0.1,0.0,15.0,11.4
63786894558239,27.5,12.6,-0.1,0.0,15.0,11.1
63786894559292,26.7,11.8,-0.1,0.0,15.0,10.5
63786894560356,26.4,11.5,-0.1,0.0,15.0,9.8
63786894561399,27.7,12.8,-0.1,0.0,15.0,11.5
63786894562457,26.9,12.0,-0.1,0.0,15.0,10.4
63786894563532,26.3,11.4,-0.1,0.0,15.0,10.6
63786894564577,28.8,13.9,-0.1,0.0,15.0,11.6
63786894565626,28.1,13.2,-0.1,0.0,15.0,11.6
63786894566667,26.8,11.9,-0.1,0.0,15.0,10.4
63786894567710,26.6,11.7,-0.1,0.0,15.0,10.2
63786894568766,28.0,13.1,-0.1,0.0,15.0,11.4
63786894569827,26.6,11.7,-0.1,0.0,15.0,9.5
63786894570881,28.1,13.2,-0.1,0.0,15.0,12.0
63786894571930,27.5,12.6,-0.1,0.0,15.0,10.9
63786894572992,27.5,12.6,-0.1,0.0,15.0,10.5
63786894574041,28.1,13.2,-0.1,0.0,15.0,11.2
63786894575091,26.3,11.3,-0.1,0.0,15.0,9.4
63786894576131,27.0,12.1,-0.1,0.0,15.0,10.7
63786894577186,27.0,12.1,-0.1,0.0,15.0,10.5
63786894578231,29.9,15.0,-0.1,0.0,15.0,13.6
63786894579276,26.9,12.0,-0.1,0.0,15.0,10.9
63786894580324,28.6,13.6,-0.1,0.0,15.0,12.1
63786894581370,27.6,12.7,-0.1,0.0,15.0,11.4
63786894582416,27.1,12.2,-0.1,0.0,15.0,11.4
63786894583475,27.4,12.5,-0.1,0.0,15.0,10.6
63786894584531,28.2,13.3,-0.1,0.0,15.0,11.7
63786894585579,29.4,14.5,-0.1,0.0,15.0,12.5
63786894586627,29.1,14.2,-0.1,0.0,15.0,12.6
63786894587670,28.1,13.2,-0.1,0.0,15.0,11.7
63786894588751,31.7,16.8,-0.1,0.0,15.0,12.1
63786894589807,35.1,20.1,-0.1,0.1,15.0,11.0
63786894590865,39.4,24.4,-0.1,0.1,15.0,9.4
63786894591935,34.0,19.1,-0.1,0.0,15.0,9.7
63786894592984,30.8,15.9,-0.1,0.0,15.0,12.3
63786894594033,27.5,12.6,-0.1,0.0,15.0,11.8
63786894595093,27.0,12.1,-0.1,0.0,15.0,10.4
63786894596143,29.7,14.8,-0.1,0.0,15.0,12.6
63786894597183,29.9,15.0,-0.1,0.0,15.0,13.7
63786894598245,28.3,13.4,-0.1,0.0,15.0,11.8
63786894599303,30.1,15.2,-0.1,0.0,15.0,13.6
63786894600367,27.6,12.7,-0.1,0.0,15.0,10.8
63786894601430,29.3,14.4,-0.1,0.0,15.0,13.1
63786894602487,28.4,13.5,-0.1,0.0,15.0,11.8
63786894603533,30.5,15.6,-0.1,0.0,15.0,14.2
63786894604589,27.5,12.6,-0.1,0.0,15.0,10.9
63786894605646,28.3,13.4,-0.1,0.0,15.0,11.6
63786894606706,28.9,14.0,-0.1,0.0,15.0,12.4
63786894607771,31.0,16.1,-0.1,0.0,15.0,14.0
63786894608841,30.0,15.1,-0.1,0.0,15.0,13.2
63786894609895,30.0,15.1,-0.1,0.0,15.0,11.9
63786894610953,27.5,12.6,-0.1,0.0,15.0,11.9
63786894612008,26.5,11.6,-0.1,0.0,15.0,9.3
63786894613066,26.4,11.5,-0.1,0.0,15.0,10.0
63786894614132,29.7,14.8,-0.1,0.0,15.0,13.2
63786894615195,28.2,13.3,-0.1,0.0,15.0,12.2
63786894616254,31.2,16.3,-0.1,0.0,15.0,15.0
63786894617340,28.1,13.2,-0.1,0.0,15.0,11.4
63786894618398,31.0,16.1,-0.1,0.0,15.0,13.3
63786894619460,30.2,15.2,-0.1,0.0,15.0,13.2
63786894620514,29.4,14.5,-0.1,0.0,15.0,13.6
63786894621557,29.7,14.8,-0.1,0.0,15.0,13.5
63786894622613,27.1,12.2,-0.1,0.0,15.0,9.5
63786894623680,27.5,12.6,-0.1,0.0,15.0,11.6
63786894624746,29.1,14.2,-0.1,0.0,15.0,12.3
63786894625805,28.2,13.3,-0.1,0.0,15.0,11.5
63786894626862,27.2,12.3,-0.1,0.0,15.0,10.7
63786894627929,29.0,14.1,-0.1,0.0,15.0,12.9
63786894628990,29.2,14.3,-0.1,0.0,15.0,12.6
63786894630047,28.0,13.1,-0.1,0.0,15.0,12.0
63786894631105,28.7,13.8,-0.1,0.0,15.0,12.2
63786894632161,29.5,14.6,-0.1,0.0,15.0,13.0
63786894633241,27.0,12.1,-0.1,0.0,15.0,10.5
63786894634314,31.4,16.5,-0.1,0.0,15.0,15.1
63786894635369,26.5,11.6,-0.1,0.0,15.0,9.3
63786894636423,28.0,13.1,-0.1,0.0,15.0,12.4
63786894637483,27.0,12.1,-0.1,0.0,15.0,10.1
