TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787035657095,27.2,12.3,-0.1,0.0,15.0,9.8
63787035658220,29.5,14.6,-0.1,0.0,15.0,10.8
63787035659345,29.2,14.3,-0.1,0.0,15.0,10.8
63787035660454,30.0,15.1,-0.1,0.0,15.0,11.6
63787035661563,28.1,13.2,-0.1,0.0,15.0,9.9
63787035662703,28.5,13.6,-0.1,0.0,15.0,10.5
63787035663828,28.4,13.5,-0.1,0.0,15.0,9.9
63787035664953,29.2,14.3,-0.1,0.0,15.0,10.7
63787035666075,29.6,14.7,-0.1,0.0,15.0,11.6
63787035667184,29.2,14.3,-0.1,0.0,15.0,10.9
63787035668309,29.4,14.5,-0.1,0.0,15.0,11.2
63787035669418,29.3,14.4,-0.1,0.0,15.0,11.3
63787035670543,29.0,14.1,-0.1,0.0,15.0,10.9
63787035671668,28.2,13.3,-0.1,0.0,15.0,9.9
63787035672792,28.4,13.5,-0.1,0.0,15.0,9.9
63787035673917,28.5,13.6,-0.1,0.0,15.0,11.1
63787035675038,29.6,14.7,-0.1,0.0,15.0,10.4
63787035676163,28.7,13.8,-0.1,0.0,15.0,10.0
63787035677288,27.8,12.9,-0.1,0.0,15.0,10.7
63787035678413,29.0,14.1,-0.1,0.0,15.0,11.2
63787035679537,29.8,14.9,-0.1,0.0,15.0,11.2
63787035680646,28.6,13.7,-0.1,0.0,15.0,11.0
63787035681771,29.4,14.5,-0.1,0.0,15.0,11.1
63787035682893,30.6,15.6,-0.1,0.0,15.0,11.7
63787035684018,29.1,14.2,-0.1,0.0,15.0,10.9
63787035685142,28.6,13.7,-0.1,0.0,15.0,10.0
63787035686267,28.7,13.8,-0.1,0.0,15.0,9.7
63787035687392,28.3,13.4,-0.1,0.0,15.0,9.8
63787035688516,28.4,13.5,-0.1,0.0,15.0,10.3
63787035689641,28.7,13.8,-0.1,0.0,15.0,9.7
63787035690766,27.6,12.7,-0.1,0.0,15.0,9.9
63787035691883,29.7,14.8,-0.1,0.0,15.0,11.1
63787035693008,28.6,13.7,-0.1,0.0,15.0,10.8
