TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787313731824,29.3,14.4,-0.1,0.0,15.0,11.5
63787313732917,28.3,13.4,-0.1,0.0,15.0,8.7
63787313734020,28.7,13.8,-0.1,0.0,15.0,11.5
63787313735128,26.3,11.4,-0.1,0.0,15.0,10.0
63787313736209,28.6,13.7,-0.1,0.0,15.0,10.3
63787313737319,27.7,12.8,-0.1,0.0,15.0,10.8
63787313738411,29.8,14.9,-0.1,0.0,15.0,12.5
63787313739522,27.3,12.4,-0.1,0.0,15.0,9.7
63787313740623,28.9,14.0,-0.1,0.1,15.0,12.1
63787313741712,29.1,14.2,-0.1,0.0,15.0,11.1
63787313742810,28.1,13.2,-0.1,0.0,15.0,11.4
63787313743899,28.0,13.1,-0.1,0.0,15.0,10.7
63787313745004,28.1,13.2,-0.1,0.0,15.0,11.8
63787313746111,28.4,13.5,-0.1,0.0,15.0,9.8
63787313747189,28.2,13.3,-0.1,0.0,15.0,10.8
63787313748275,27.7,12.8,-0.1,0.0,15.0,10.0
63787313749385,26.7,11.8,-0.1,0.0,15.0,10.4
63787313750490,28.2,13.3,-0.1,0.0,15.0,11.2
63787313751588,28.5,13.5,-0.1,0.0,15.0,11.8
63787313752685,26.9,12.0,-0.1,0.0,15.0,9.4
63787313753797,28.4,13.5,-0.1,0.0,15.0,11.9
63787313754900,26.7,11.8,-0.1,0.0,15.0,10.2
63787313756004,28.4,13.5,-0.1,0.0,15.0,12.0
63787313757098,29.5,14.6,-0.1,0.0,15.0,11.5
63787313758198,30.7,15.8,-0.1,0.0,15.0,13.0
63787313759296,28.1,13.2,-0.1,0.0,15.0,11.2
63787313760386,28.4,13.5,-0.1,0.0,15.0,11.2
63787313761491,28.5,13.6,-0.1,0.0,15.0,11.0
63787313762596,30.6,15.6,-0.1,0.1,15.0,11.9
63787313763697,31.0,16.1,-0.1,0.0,15.0,12.8
63787313764803,29.9,15.0,-0.1,0.0,15.0,11.5
63787313765912,29.8,14.9,-0.1,0.0,15.0,12.5
63787313767010,30.6,15.7,-0.1,0.0,15.0,11.8
63787313768107,30.9,15.9,-0.1,0.0,15.0,12.7
63787313769208,30.6,15.6,-0.1,0.0,15.0,13.0
63787313770312,28.9,14.0,-0.1,0.0,15.0,10.8
63787313771412,31.0,16.1,-0.1,0.0,15.0,12.1
63787313772513,29.6,14.7,-0.1,0.0,15.0,11.5
63787313773612,29.0,14.1,-0.1,0.0,15.0,11.8
63787313774698,29.8,14.9,-0.1,0.0,15.0,10.5
63787313775808,29.4,14.5,-0.1,0.0,15.0,11.4
63787313776918,29.4,14.5,-0.1,0.0,15.0,11.5
63787313778025,30.8,15.9,-0.1,0.0,15.0,12.9
63787313779121,29.2,14.3,-0.1,0.0,15.0,11.6
63787313780218,29.0,14.1,-0.1,0.0,15.0,10.9
63787313781306,29.9,15.0,-0.1,0.0,15.0,12.8
63787313782406,29.6,14.7,-0.1,0.0,15.0,12.1
63787313783504,30.1,15.2,-0.1,0.0,15.0,13.2
63787313784606,28.7,13.8,-0.1,0.0,15.0,11.2
63787313785715,28.7,13.8,-0.1,0.0,15.0,11.7
63787313786800,28.9,14.0,-0.1,0.0,15.0,11.3
63787313787903,29.2,14.3,-0.1,0.0,15.0,11.7
63787313789012,30.2,15.0,-0.1,0.2,15.0,10.7
63787313790113,32.0,17.0,-0.1,0.1,15.0,11.4
63787313791219,29.5,14.6,-0.1,0.0,15.0,11.7
63787313792303,29.0,14.1,-0.1,0.0,15.0,10.6
63787313793407,30.4,15.5,-0.1,0.0,15.0,11.8
63787313794498,30.5,15.6,-0.1,0.0,15.0,12.3
63787313795601,28.4,13.5,-0.1,0.0,15.0,11.4
63787313796705,28.7,13.8,-0.1,0.0,15.0,11.9
63787313797797,28.0,13.1,-0.1,0.0,15.0,10.6
63787313798907,29.7,14.8,-0.1,0.0,15.0,13.9
63787313800004,30.0,15.1,-0.1,0.0,15.0,12.4
63787313801109,29.2,14.3,-0.1,0.0,15.0,11.5
63787313802203,27.6,12.7,-0.1,0.0,15.0,11.0
63787313803303,30.1,15.2,-0.1,0.0,15.0,12.7
63787313804409,29.2,14.3,-0.1,0.0,15.0,12.1
63787313805489,27.9,13.0,-0.1,0.0,15.0,11.5
63787313806596,27.3,12.4,-0.1,0.0,15.0,9.6
63787313807688,28.6,13.7,-0.1,0.0,15.0,11.4
63787313808800,28.4,13.5,-0.1,0.0,15.0,11.7
63787313809892,28.8,13.9,-0.1,0.0,15.0,11.6
63787313810995,31.3,16.4,-0.1,0.0,15.0,11.6
63787313812097,30.3,15.4,-0.1,0.0,15.0,11.7
63787313813179,30.7,15.8,-0.1,0.0,15.0,12.0
63787313814297,30.2,15.3,-0.1,0.0,15.0,12.5
63787313815378,29.7,14.7,-0.1,0.0,15.0,11.7
63787313816488,29.6,14.7,-0.1,0.0,15.0,12.0
63787313817600,29.2,14.3,-0.1,0.0,15.0,10.3
63787313818690,29.0,14.1,-0.1,0.0,15.0,11.1
63787313819802,30.6,15.7,-0.1,0.0,15.0,13.1
63787313820928,28.4,13.5,-0.1,0.0,15.0,10.8
63787313822019,28.9,14.0,-0.1,0.0,15.0,10.5
63787313823102,30.3,15.4,-0.1,0.0,15.0,11.9
63787313824195,29.4,14.5,-0.1,0.0,15.0,12.1
63787313825304,29.1,14.2,-0.1,0.0,15.0,10.3
63787313826407,32.0,17.0,-0.1,0.0,15.0,13.3
63787313827500,31.0,16.1,-0.1,0.0,15.0,12.6
63787313828592,30.1,15.2,-0.1,0.0,15.0,11.8
63787313829687,30.6,15.7,-0.1,0.0,15.0,11.9
63787313830799,29.9,15.0,-0.1,0.0,15.0,11.3
63787313831895,28.2,13.3,-0.1,0.0,15.0,10.9
63787313833018,30.8,15.9,-0.1,0.0,15.0,12.2
63787313834117,29.5,14.6,-0.1,0.0,15.0,11.1
63787313835217,30.3,15.4,-0.1,0.0,15.0,12.1
63787313836305,31.4,16.5,-0.1,0.0,15.0,12.7
63787313837400,30.5,15.5,-0.1,0.0,15.0,12.5
63787313838492,31.9,17.0,-0.1,0.0,15.0,13.3
63787313839600,28.9,14.0,-0.1,0.0,15.0,11.2
63787313840705,30.0,15.1,-0.1,0.0,15.0,12.2
63787313841806,29.7,14.8,-0.1,0.0,15.0,11.5
63787313842901,28.8,13.9,-0.1,0.0,15.0,10.8
63787313844000,26.9,11.9,-0.1,0.1,15.0,10.3
63787313845085,27.1,12.2,-0.1,0.0,15.0,10.3
63787313846187,27.2,12.3,-0.1,0.0,15.0,10.3
63787313847270,27.2,12.3,-0.1,0.0,15.0,10.7
63787313848389,27.8,12.9,-0.1,0.0,15.0,10.7
63787313849476,26.9,12.0,-0.1,0.0,15.0,9.9
63787313850589,29.6,14.7,-0.1,0.0,15.0,11.1
63787313851685,29.2,14.3,-0.1,0.0,15.0,11.5
63787313852791,27.4,12.5,-0.1,0.0,15.0,10.5
63787313853890,29.3,14.4,-0.1,0.0,15.0,11.5
63787313855022,31.8,16.8,-0.1,0.1,15.0,14.1
63787313856126,28.3,13.4,-0.1,0.0,15.0,10.4
63787313857220,29.2,14.3,-0.1,0.0,15.0,12.0
63787313858316,29.0,14.1,-0.1,0.0,15.0,11.1
63787313859413,29.4,14.5,-0.1,0.0,15.0,12.9
63787313860518,29.6,14.6,-0.1,0.0,15.0,12.6
63787313861608,28.8,13.9,-0.1,0.0,15.0,11.7
63787313862698,29.1,14.2,-0.1,0.0,15.0,12.2
63787313863810,28.2,13.3,-0.1,0.0,15.0,11.4
63787313864924,30.5,15.6,-0.1,0.0,15.0,11.4
63787313866037,32.3,17.4,-0.1,0.0,15.0,10.8
63787313867138,29.0,14.1,-0.1,0.0,15.0,11.7
63787313868237,29.9,15.0,-0.1,0.0,15.0,12.5
63787313869335,26.9,12.0,-0.1,0.0,15.0,9.5
63787313870441,28.8,13.9,-0.1,0.0,15.0,12.0
63787313871544,28.3,13.4,-0.1,0.0,15.0,11.2
63787313872657,30.3,15.4,-0.1,0.0,15.0,13.8
63787313873775,27.6,12.7,-0.1,0.0,15.0,11.7
63787313874903,30.9,16.0,-0.1,0.0,15.0,13.5
63787313876009,30.7,15.8,-0.1,0.0,15.0,13.0
63787313877109,28.7,13.8,-0.1,0.0,15.0,9.1
63787313878198,30.0,15.1,-0.1,0.0,15.0,11.6
63787313879291,28.8,13.9,-0.1,0.0,15.0,10.2
63787313880376,28.9,14.0,-0.1,0.0,15.0,9.6
63787313881489,29.7,14.8,-0.1,0.0,15.0,11.6
63787313882593,28.1,13.2,-0.1,0.0,15.0,10.2
63787313883693,28.0,13.1,-0.1,0.0,15.0,9.7
63787313884801,29.6,14.7,-0.1,0.0,15.0,10.8
63787313885904,30.4,15.5,-0.1,0.0,15.0,11.7
63787313886989,29.6,14.7,-0.1,0.0,15.0,10.6
63787313888090,28.2,13.3,-0.1,0.0,15.0,10.7
63787313889183,29.2,14.3,-0.1,0.1,15.0,11.0
63787313890293,28.2,13.3,-0.1,0.0,15.0,9.5
63787313891379,28.3,13.4,-0.1,0.0,15.0,9.6
63787313892479,28.6,13.7,-0.1,0.0,15.0,9.8
63787313893592,28.2,13.3,-0.1,0.0,15.0,9.5
63787313894695,28.3,13.4,-0.1,0.0,15.0,10.6
63787313895795,29.4,14.5,-0.1,0.0,15.0,11.1
63787313896897,28.9,14.0,-0.1,0.0,15.0,11.0
63787313898001,29.5,14.6,-0.1,0.0,15.0,10.1
63787313899099,29.8,14.9,-0.1,0.0,15.0,12.0
63787313900189,28.8,13.9,-0.1,0.0,15.0,11.1
63787313901307,29.0,14.1,-0.1,0.0,15.0,10.6
63787313902401,28.8,13.9,-0.1,0.0,15.0,10.1
63787313903491,29.3,14.3,-0.1,0.0,15.0,10.6
63787313904607,26.8,11.9,-0.1,0.0,15.0,9.0
63787313905692,28.6,13.7,-0.1,0.0,15.0,9.7
63787313906794,27.5,12.6,-0.1,0.0,15.0,10.1
63787313907887,28.9,14.0,-0.1,0.0,15.0,12.7
63787313909000,26.0,11.1,-0.1,0.1,15.0,9.3
63787313910090,27.7,12.8,-0.1,0.0,15.0,10.5
63787313911188,26.5,11.6,-0.1,0.0,15.0,9.4
63787313912295,28.6,13.7,-0.1,0.0,15.0,11.6
