TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787007190988,30.5,15.6,-0.1,0.0,15.0,13.8
63787007192078,29.5,14.6,-0.1,0.1,15.0,10.8
63787007193176,29.7,14.8,-0.1,0.0,15.0,10.3
63787007194256,30.2,15.3,-0.1,0.0,15.0,12.8
63787007195319,31.0,16.1,-0.1,0.0,15.0,13.3
63787007196404,29.4,14.5,-0.1,0.0,15.0,12.3
63787007197490,29.4,14.5,-0.1,0.0,15.0,11.4
63787007198591,31.4,16.5,-0.1,0.0,15.0,14.0
63787007199689,32.6,17.7,-0.1,0.0,15.0,14.5
63787007200790,31.0,16.1,-0.1,0.0,15.0,12.0
63787007201875,29.5,14.6,-0.1,0.0,15.0,10.0
63787007202993,31.1,16.2,-0.1,0.0,15.0,12.9
63787007204084,31.6,16.7,-0.1,0.0,15.0,14.0
63787007205150,32.2,17.3,-0.1,0.0,15.0,13.0
63787007206241,29.4,14.5,-0.1,0.0,15.0,11.9
63787007207324,28.9,14.0,-0.1,0.0,15.0,11.5
63787007208405,28.9,14.0,-0.1,0.0,15.0,11.0
63787007209482,29.9,15.0,-0.1,0.0,15.0,11.0
63787007210585,30.7,15.8,-0.1,0.0,15.0,13.0
63787007211667,31.2,16.3,-0.1,0.0,15.0,13.4
63787007212762,29.2,14.3,-0.1,0.0,15.0,10.6
63787007213872,28.5,13.6,-0.1,0.0,15.0,10.6
63787007214973,29.0,14.1,-0.1,0.0,15.0,11.9
63787007216042,29.9,15.0,-0.1,0.0,15.0,11.9
63787007217100,29.7,14.8,-0.1,0.0,15.0,11.3
63787007218198,30.8,15.9,-0.1,0.0,15.0,13.2
63787007219281,30.4,15.5,-0.1,0.0,15.0,11.7
63787007220373,30.6,15.7,-0.1,0.0,15.0,12.5
63787007221460,31.0,16.1,-0.1,0.0,15.0,12.4
63787007222542,30.6,15.7,-0.1,0.0,15.0,13.1
63787007223591,29.6,14.7,-0.1,0.0,15.0,12.1
63787007224683,29.8,14.9,-0.1,0.0,15.0,12.4
63787007225780,30.7,15.8,-0.1,0.0,15.0,12.7
63787007226875,29.4,14.5,-0.1,0.0,15.0,12.0
63787007227985,30.9,16.0,-0.1,0.0,15.0,11.9
63787007229083,30.0,15.1,-0.1,0.0,15.0,12.5
63787007230171,31.3,16.4,-0.1,0.0,15.0,12.9
63787007231276,29.7,14.8,-0.1,0.0,15.0,12.3
63787007232380,30.4,15.5,-0.1,0.0,15.0,13.2
63787007233475,29.4,14.5,-0.1,0.0,15.0,10.8
63787007234540,31.1,16.2,-0.1,0.0,15.0,12.8
63787007235649,29.3,14.4,-0.1,0.0,15.0,11.8
63787007236720,30.6,15.7,-0.1,0.0,15.0,12.3
63787007237789,30.7,15.8,-0.1,0.0,15.0,12.8
63787007238876,29.3,14.4,-0.1,0.0,15.0,10.8
63787007239997,28.1,13.2,-0.1,0.0,15.0,11.0
63787007241062,30.7,15.8,-0.1,0.0,15.0,13.0
63787007242163,28.8,13.9,-0.1,0.0,15.0,10.9
63787007243259,31.4,16.5,-0.1,0.0,15.0,13.0
63787007244356,28.9,14.0,-0.1,0.0,15.0,11.4
63787007245438,28.8,13.9,-0.1,0.0,15.0,10.6
63787007246502,30.0,15.1,-0.1,0.0,15.0,12.3
63787007247583,30.7,15.8,-0.1,0.0,15.0,12.2
63787007248692,30.0,15.1,-0.1,0.0,15.0,11.7
63787007249794,31.4,16.5,-0.1,0.0,15.0,12.6
63787007250878,29.6,14.7,-0.1,0.0,15.0,11.3
63787007251991,30.7,15.8,-0.1,0.0,15.0,12.8
63787007253088,29.8,14.9,-0.1,0.0,15.0,11.1
63787007254172,30.2,15.3,-0.1,0.0,15.0,12.8
63787007255266,29.9,15.0,-0.1,0.0,15.0,11.9
63787007256334,28.6,13.7,-0.1,0.0,15.0,12.2
63787007257425,27.5,12.6,-0.1,0.0,15.0,10.5
63787007258502,27.3,12.4,-0.1,0.0,15.0,10.7
63787007259583,27.4,12.5,-0.1,0.0,15.0,10.1
63787007260659,28.9,14.0,-0.1,0.0,15.0,11.7
63787007261733,28.0,13.1,-0.1,0.0,15.0,11.6
63787007262808,27.4,12.5,-0.1,0.0,15.0,10.7
63787007263857,26.2,11.3,-0.1,0.0,15.0,9.0
63787007264940,28.1,13.2,-0.1,0.0,15.0,11.6
63787007266011,28.1,13.2,-0.1,0.0,15.0,10.5
63787007267070,29.1,14.2,-0.1,0.0,15.0,12.1
63787007268132,26.6,11.7,-0.1,0.0,15.0,9.9
63787007269203,28.5,13.6,-0.1,0.0,15.0,11.6
63787007270289,27.7,12.8,-0.1,0.0,15.0,11.0
63787007271366,26.7,11.8,-0.1,0.0,15.0,9.4
63787007272446,29.9,15.0,-0.1,0.0,15.0,13.8
63787007273521,28.4,13.5,-0.1,0.0,15.0,11.0
63787007274572,29.3,14.4,-0.1,0.0,15.0,11.9
63787007275626,26.9,12.0,-0.1,0.0,15.0,9.9
63787007276709,27.8,12.9,-0.1,0.0,15.0,11.1
63787007277786,28.4,13.5,-0.1,0.0,15.0,11.3
63787007278849,28.2,13.3,-0.1,0.0,15.0,11.7
63787007279930,28.3,13.4,-0.1,0.0,15.0,11.5
63787007281032,33.9,18.9,-0.1,0.1,15.0,10.1
63787007282110,30.0,15.1,-0.1,0.0,15.0,11.9
63787007283163,28.4,13.5,-0.1,0.0,15.0,11.8
63787007284245,27.4,12.5,-0.1,0.0,15.0,10.3
