TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787038177720,16.5,1.6,-0.1,0.0,15.0,0.8
63787038178897,28.0,13.1,-0.1,0.0,15.0,11.0
63787038180063,28.9,14.0,-0.1,0.0,15.0,11.2
63787038181255,28.0,13.1,-0.1,0.0,15.0,8.8
63787038182427,27.6,12.7,-0.1,0.0,15.0,11.3
63787038183586,29.1,14.2,-0.1,0.0,15.0,11.1
63787038184763,27.2,12.3,-0.1,0.0,15.0,9.9
63787038185953,27.2,12.3,-0.1,0.0,15.0,10.4
63787038187136,27.8,12.9,-0.1,0.0,15.0,10.9
63787038188299,29.9,15.0,-0.1,0.0,15.0,12.9
63787038189467,28.3,13.4,-0.1,0.0,15.0,11.8
63787038190654,29.0,14.1,-0.1,0.0,15.0,12.2
63787038191840,28.6,13.7,-0.1,0.0,15.0,11.9
63787038193022,29.6,14.7,-0.1,0.0,15.0,12.2
63787038194188,27.3,12.4,-0.1,0.0,15.0,11.1
63787038195370,27.5,12.6,-0.1,0.0,15.0,10.5
63787038196547,29.2,14.3,-0.1,0.0,15.0,11.9
63787038197723,27.0,12.1,-0.1,0.0,15.0,10.0
63787038198889,28.6,13.7,-0.1,0.0,15.0,12.0
63787038200058,26.9,12.0,-0.1,0.0,15.0,10.8
63787038201211,30.1,15.2,-0.1,0.0,15.0,13.2
63787038202371,30.1,15.2,-0.1,0.0,15.0,11.9
63787038203523,29.1,14.2,-0.1,0.0,15.0,10.8
63787038204699,28.1,13.2,-0.1,0.0,15.0,10.2
63787038205858,28.4,13.5,-0.1,0.0,15.0,9.8
63787038207047,29.7,14.8,-0.1,0.0,15.0,12.0
63787038208212,27.6,12.7,-0.1,0.0,15.0,10.9
63787038209362,29.3,14.4,-0.1,0.0,15.0,10.4
63787038210519,28.1,13.2,-0.1,0.0,15.0,11.0
63787038211676,28.7,13.8,-0.1,0.0,15.0,10.6
63787038212846,27.5,12.6,-0.1,0.0,15.0,9.5
63787038214014,27.1,12.2,-0.1,0.0,15.0,8.8
63787038215167,28.9,14.0,-0.1,0.0,15.0,10.8
63787038216316,28.8,13.9,-0.1,0.0,15.0,10.9
63787038217466,27.8,12.9,-0.1,0.0,15.0,10.1
63787038218657,29.7,14.8,-0.1,0.0,15.0,10.6
63787038219834,28.2,13.3,-0.1,0.0,15.0,10.6
63787038220984,29.9,15.0,-0.1,0.0,15.0,11.1
63787038222178,28.1,13.2,-0.1,0.0,15.0,10.6
63787038223338,29.5,14.6,-0.1,0.0,15.0,10.5
63787038224500,28.7,13.8,-0.1,0.0,15.0,10.1
63787038225671,28.8,13.9,-0.1,0.0,15.0,10.9
63787038226848,29.4,14.5,-0.1,0.0,15.0,12.1
63787038228009,28.5,13.6,-0.1,0.0,15.0,10.2
63787038229163,27.0,12.1,-0.1,0.0,15.0,10.8
63787038230310,27.5,12.6,-0.1,0.0,15.0,10.8
63787038231480,26.9,12.0,-0.1,0.0,15.0,10.9
63787038232671,25.6,10.7,-0.1,0.0,15.0,8.5
63787038233855,27.3,12.4,-0.1,0.0,15.0,10.0
63787038235039,28.0,13.1,-0.1,0.0,15.0,11.1
63787038236184,26.7,11.8,-0.1,0.0,15.0,10.0
63787038237350,25.3,10.4,-0.1,0.0,15.0,9.3
63787038238512,26.9,12.0,-0.1,0.0,15.0,10.0
63787038239696,28.2,13.3,-0.1,0.0,15.0,10.3
63787038240849,29.4,14.3,-0.1,0.2,15.0,9.7
63787038242010,27.4,12.5,-0.1,0.0,15.0,10.5
63787038243163,26.0,11.1,-0.1,0.0,15.0,9.1
63787038244320,28.1,13.2,-0.1,0.0,15.0,9.8
63787038245476,28.7,13.8,-0.1,0.0,15.0,11.6
63787038246636,28.7,13.8,-0.1,0.0,15.0,10.6
63787038247786,25.8,10.9,-0.1,0.0,15.0,9.2
63787038248945,28.3,13.4,-0.1,0.0,15.0,9.7
63787038250096,28.5,13.6,-0.1,0.0,15.0,11.5
63787038251262,28.5,13.6,-0.1,0.0,15.0,11.9
63787038252426,27.5,12.6,-0.1,0.0,15.0,9.6
63787038253589,26.4,11.5,-0.1,0.0,15.0,10.0
63787038254750,27.9,13.0,-0.1,0.0,15.0,11.0
63787038255924,28.4,13.5,-0.1,0.0,15.0,11.4
63787038257114,29.5,14.6,-0.1,0.0,15.0,12.2
63787038258301,37.0,22.0,-0.1,0.1,15.0,9.5
63787038259495,34.5,19.6,-0.1,0.0,15.0,9.9
63787038260671,30.9,16.0,-0.1,0.0,15.0,10.7
63787038261892,30.0,15.1,-0.1,0.0,15.0,11.3
63787038263064,29.1,14.2,-0.1,0.0,15.0,11.4
63787038264251,27.9,13.0,-0.1,0.0,15.0,10.3
63787038265470,29.6,14.7,-0.1,0.0,15.0,12.1
63787038266650,32.0,17.1,-0.1,0.0,15.0,10.8
63787038267852,30.3,15.4,-0.1,0.0,15.0,11.5
63787038269024,28.9,14.0,-0.1,0.0,15.0,10.7
63787038270196,28.1,13.2,-0.1,0.0,15.0,11.4
63787038271412,28.6,13.7,-0.1,0.0,15.0,11.3
63787038272599,28.8,13.9,-0.1,0.0,15.0,11.0
63787038273776,27.7,12.8,-0.1,0.0,15.0,12.0
63787038274948,27.5,12.6,-0.1,0.0,15.0,11.1
63787038276138,27.3,12.4,-0.1,0.0,15.0,10.1
63787038277294,28.0,13.1,-0.1,0.0,15.0,10.2
63787038278463,28.9,14.0,-0.1,0.0,15.0,12.1
63787038279603,27.7,12.8,-0.1,0.0,15.0,11.7
63787038280751,27.7,12.8,-0.1,0.0,15.0,10.5
63787038281912,27.9,13.0,-0.1,0.0,15.0,11.2
63787038283053,28.0,13.1,-0.1,0.0,15.0,11.2
63787038284202,27.3,12.4,-0.1,0.0,15.0,10.5
63787038285374,26.3,11.4,-0.1,0.0,15.0,9.3
63787038286557,28.5,13.6,-0.1,0.0,15.0,11.0
63787038287745,27.9,13.0,-0.1,0.0,15.0,12.1
63787038288932,28.5,13.6,-0.1,0.0,15.0,11.7
63787038290097,30.4,15.5,-0.1,0.0,15.0,13.4
63787038291284,28.1,13.2,-0.1,0.0,15.0,11.0
63787038292456,29.0,14.1,-0.1,0.0,15.0,12.8
63787038293636,29.3,14.4,-0.1,0.0,15.0,11.0
63787038294807,29.4,14.5,-0.1,0.0,15.0,13.2
63787038295979,27.3,12.4,-0.1,0.0,15.0,11.2
63787038297151,29.0,14.1,-0.1,0.0,15.0,12.5
63787038298318,28.1,13.2,-0.1,0.0,15.0,11.1
63787038299489,28.3,13.4,-0.1,0.0,15.0,12.5
63787038300661,28.2,13.3,-0.1,0.0,15.0,11.6
63787038301826,28.2,13.3,-0.1,0.0,15.0,11.2
63787038302982,29.0,14.1,-0.1,0.0,15.0,12.9
63787038304170,29.7,14.8,-0.1,0.0,15.0,13.5
63787038305349,30.2,15.3,-0.1,0.0,15.0,12.6
63787038306505,28.1,13.2,-0.1,0.0,15.0,11.2
