TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787274937248,27.7,12.8,-0.1,0.0,15.0,10.4
63787274938322,27.5,12.5,-0.1,0.1,15.0,9.7
63787274939382,27.4,12.5,-0.1,0.0,15.0,11.0
63787274940422,27.1,12.2,-0.1,0.0,15.0,9.1
63787274941482,27.2,12.3,-0.1,0.0,15.0,10.8
63787274942544,27.5,12.6,-0.1,0.0,15.0,10.8
63787274943599,27.6,12.7,-0.1,0.0,15.0,11.2
63787274944646,28.2,13.3,-0.1,0.0,15.0,11.5
63787274945685,26.0,11.1,-0.1,0.0,15.0,9.8
63787274946740,28.6,13.7,-0.1,0.0,15.0,11.3
63787274947802,26.3,11.4,-0.1,0.0,15.0,10.1
63787274948846,28.8,13.8,-0.1,0.0,15.0,12.5
63787274949892,27.4,12.5,-0.1,0.0,15.0,10.9
63787274950947,27.7,12.8,-0.1,0.0,15.0,10.6
63787274951994,25.3,10.4,-0.1,0.0,15.0,8.8
63787274953033,27.0,12.1,-0.1,0.0,15.0,10.6
63787274954080,28.6,13.7,-0.1,0.0,15.0,12.1
63787274955123,29.3,14.4,-0.1,0.0,15.0,12.8
63787274956185,27.8,12.9,-0.1,0.0,15.0,11.3
63787274957240,28.9,14.0,-0.1,0.0,15.0,11.8
63787274958290,28.1,13.2,-0.1,0.0,15.0,12.2
63787274959329,27.2,12.3,-0.1,0.0,15.0,10.5
63787274960391,27.3,12.3,-0.1,0.0,15.0,10.5
63787274961434,27.3,12.4,-0.1,0.0,15.0,10.8
63787274962481,27.1,12.2,-0.1,0.0,15.0,10.9
63787274963540,26.7,11.8,-0.1,0.0,15.0,9.9
63787274964583,26.2,11.3,-0.1,0.0,15.0,10.4
63787274965635,29.0,14.1,-0.1,0.0,15.0,12.6
63787274966674,28.7,13.8,-0.1,0.0,15.0,12.3
63787274967737,27.5,12.6,-0.1,0.0,15.0,11.1
63787274968783,30.0,15.1,-0.1,0.0,15.0,13.9
63787274969845,29.4,14.5,-0.1,0.0,15.0,13.0
63787274970902,29.2,14.3,-0.1,0.0,15.0,12.3
63787274971948,29.9,15.0,-0.1,0.0,15.0,13.7
63787274973011,28.3,13.4,-0.1,0.0,15.0,11.4
63787274974057,29.0,14.1,-0.1,0.0,15.0,13.0
63787274975113,27.8,12.9,-0.1,0.0,15.0,11.1
63787274976160,27.5,12.6,-0.1,0.0,15.0,11.1
63787274977222,29.9,15.0,-0.1,0.0,15.0,13.3
63787274978262,28.2,13.3,-0.1,0.0,15.0,11.7
63787274979315,29.7,14.8,-0.1,0.0,15.0,12.6
63787274980361,28.5,13.6,-0.1,0.0,15.0,12.3
63787274981429,30.0,15.1,-0.1,0.0,15.0,13.5
63787274982474,28.8,13.9,-0.1,0.0,15.0,11.9
63787274983521,27.7,12.8,-0.1,0.0,15.0,11.7
63787274984567,30.2,15.3,-0.1,0.0,15.0,13.5
63787274985614,29.0,14.1,-0.1,0.0,15.0,12.3
63787274986657,26.3,11.4,-0.1,0.0,15.0,10.1
63787274987720,27.3,12.3,-0.1,0.0,15.0,11.0
63787274988764,26.0,11.1,-0.1,0.0,15.0,9.2
63787274989811,26.6,11.7,-0.1,0.0,15.0,10.5
63787274990870,27.1,12.2,-0.1,0.0,15.0,10.5
63787274991932,26.9,12.0,-0.1,0.0,15.0,10.4
63787274992975,27.8,12.9,-0.1,0.0,15.0,11.1
63787274994022,26.9,12.0,-0.1,0.0,15.0,11.0
63787274995061,29.0,14.1,-0.1,0.0,15.0,12.6
63787274996124,27.3,12.4,-0.1,0.0,15.0,11.3
63787274997179,26.6,11.7,-0.1,0.0,15.0,9.3
63787274998241,28.1,13.2,-0.1,0.0,15.0,11.2
63787274999303,29.5,14.5,-0.1,0.1,15.0,13.1
63787275000350,28.1,13.2,-0.1,0.0,15.0,11.2
63787275001397,27.9,13.0,-0.1,0.0,15.0,11.4
63787275002443,27.3,12.4,-0.1,0.0,15.0,10.8
63787275003490,25.8,10.9,-0.1,0.0,15.0,9.1
63787275004537,27.5,12.6,-0.1,0.0,15.0,11.5
63787275005599,27.1,12.2,-0.1,0.0,15.0,10.8
63787275006645,25.7,10.8,-0.1,0.0,15.0,9.5
63787275007692,28.8,13.9,-0.1,0.0,15.0,12.7
63787275008754,28.2,13.3,-0.1,0.0,15.0,12.3
63787275009817,28.7,13.8,-0.1,0.0,15.0,12.3
63787275010863,28.7,13.8,-0.1,0.0,15.0,12.4
63787275011923,31.6,16.6,-0.1,0.1,15.0,14.2
63787275012969,30.2,15.3,-0.1,0.1,15.0,14.0
63787275014016,29.1,14.2,-0.1,0.0,15.0,12.6
63787275015060,28.5,13.6,-0.1,0.0,15.0,12.2
63787275016106,29.4,14.5,-0.1,0.0,15.0,13.3
63787275017153,28.8,13.9,-0.1,0.0,15.0,12.2
63787275018200,27.5,12.6,-0.1,0.0,15.0,11.3
63787275019290,28.1,13.2,-0.1,0.0,15.0,12.0
63787275020352,28.6,13.7,-0.1,0.0,15.0,12.0
63787275021400,30.1,15.2,-0.1,0.0,15.0,13.5
63787275022431,28.8,13.9,-0.1,0.0,15.0,12.1
63787275023486,28.8,13.9,-0.1,0.0,15.0,12.3
63787275024533,28.7,13.8,-0.1,0.0,15.0,12.2
63787275025599,28.5,13.6,-0.1,0.0,15.0,12.9
63787275026639,28.6,13.7,-0.1,0.0,15.0,12.1
63787275027686,26.5,11.6,-0.1,0.0,15.0,10.2
63787275028745,27.5,12.6,-0.1,0.0,15.0,10.4
63787275029794,26.0,11.1,-0.1,0.0,15.0,9.9
63787275030864,27.5,12.6,-0.1,0.0,15.0,10.1
63787275031923,27.6,12.7,-0.1,0.0,15.0,10.7
63787275032970,28.6,13.7,-0.1,0.0,15.0,12.3
63787275034022,27.2,12.3,-0.1,0.0,15.0,10.8
63787275035069,28.9,14.0,-0.1,0.0,15.0,12.5
63787275036113,27.8,12.9,-0.1,0.0,15.0,11.8
63787275037160,27.5,12.5,-0.1,0.0,15.0,11.3
63787275038243,28.8,13.9,-0.1,0.0,15.0,12.2
63787275039290,28.0,13.1,-0.1,0.0,15.0,11.9
63787275040337,28.4,13.5,-0.1,0.0,15.0,11.9
63787275041383,30.2,15.3,-0.1,0.0,15.0,13.6
63787275042461,27.2,12.3,-0.1,0.0,15.0,11.6
63787275043508,28.6,13.7,-0.1,0.0,15.0,11.9
63787275044574,27.1,12.2,-0.1,0.0,15.0,9.9
63787275045621,26.5,11.6,-0.1,0.0,15.0,10.0
63787275046674,26.2,11.3,-0.1,0.0,15.0,9.8
63787275047736,28.8,13.9,-0.1,0.0,15.0,12.7
63787275048798,28.3,13.4,-0.1,0.0,15.0,12.0
63787275049845,28.8,13.9,-0.1,0.1,15.0,11.9
63787275050891,27.9,13.0,-0.1,0.0,15.0,9.4
63787275051938,27.9,13.0,-0.1,0.0,15.0,10.3
63787275052985,28.2,13.3,-0.1,0.0,15.0,10.9
63787275054031,28.9,14.0,-0.1,0.0,15.0,11.2
63787275055094,27.8,12.9,-0.1,0.0,15.0,9.9
63787275056140,29.4,14.5,-0.1,0.0,15.0,11.0
63787275057187,30.5,15.6,-0.1,0.0,15.0,12.1
63787275058234,31.9,17.0,-0.1,0.0,15.0,11.7
63787275059296,29.5,14.6,-0.1,0.0,15.0,12.0
63787275060367,28.6,13.7,-0.1,0.0,15.0,10.7
63787275061430,28.1,13.2,-0.1,0.0,15.0,9.8
63787275062476,29.0,14.1,-0.1,0.0,15.0,10.8
63787275063523,27.3,12.3,-0.1,0.0,15.0,10.1
63787275064570,28.5,13.6,-0.1,0.0,15.0,10.2
63787275065616,29.3,14.4,-0.1,0.0,15.0,11.4
63787275066663,29.4,14.5,-0.1,0.0,15.0,11.2
63787275067725,28.8,13.9,-0.1,0.0,15.0,10.1
63787275068772,28.0,13.1,-0.1,0.0,15.0,9.4
63787275069818,28.4,13.5,-0.1,0.0,15.0,10.6
63787275070865,28.2,13.3,-0.1,0.0,15.0,10.8
63787275071928,29.0,14.1,-0.1,0.0,15.0,11.3
63787275072975,29.8,14.9,-0.1,0.0,15.0,11.9
63787275074022,28.6,13.7,-0.1,0.0,15.0,10.9
63787275075084,27.8,12.9,-0.1,0.0,15.0,9.7
63787275076122,28.1,13.2,-0.1,0.0,15.0,10.4
63787275077184,28.7,13.8,-0.1,0.0,15.0,10.9
63787275078231,28.5,13.6,-0.1,0.0,15.0,11.2
63787275079277,28.1,13.2,-0.1,0.0,15.0,10.8
63787275080340,26.6,11.7,-0.1,0.0,15.0,9.8
63787275081382,28.1,13.2,-0.1,0.0,15.0,11.3
63787275082428,27.2,12.3,-0.1,0.0,15.0,11.0
63787275083483,26.9,12.0,-0.1,0.0,15.0,9.7
63787275084530,28.1,13.2,-0.1,0.0,15.0,11.8
63787275085585,27.9,13.0,-0.1,0.0,15.0,11.1
63787275086623,27.3,12.4,-0.1,0.0,15.0,11.3
63787275087682,26.7,11.8,-0.1,0.0,15.0,9.5
63787275088728,28.2,13.3,-0.1,0.1,15.0,10.0
63787275089788,26.6,11.7,-0.1,0.0,15.0,10.8
63787275090834,29.4,14.5,-0.1,0.0,15.0,11.6
63787275091879,27.6,12.6,-0.1,0.0,15.0,11.5
63787275092941,27.5,12.6,-0.1,0.0,15.0,10.8
63787275093981,28.2,13.3,-0.1,0.0,15.0,11.7
63787275095046,25.9,11.0,-0.1,0.0,15.0,9.3
63787275096090,26.2,11.3,-0.1,0.0,15.0,10.2
63787275097152,27.0,12.1,-0.1,0.0,15.0,9.9
63787275098191,29.2,14.3,-0.1,0.0,15.0,13.2
63787275099238,28.4,13.5,-0.1,0.0,15.0,11.6
63787275100297,27.4,12.5,-0.1,0.0,15.0,11.2
63787275101359,29.4,14.5,-0.1,0.0,15.0,13.1
63787275102406,28.6,13.7,-0.1,0.0,15.0,12.7
63787275103465,27.8,12.9,-0.1,0.0,15.0,11.4
63787275104527,28.6,13.7,-0.1,0.0,15.0,11.8
63787275105574,28.3,13.4,-0.1,0.0,15.0,11.8
63787275106618,27.4,12.5,-0.1,0.0,15.0,10.9
63787275107680,28.2,13.3,-0.1,0.0,15.0,12.1
63787275108726,27.7,12.8,-0.1,0.0,15.0,11.4
63787275109771,29.1,14.2,-0.1,0.0,15.0,12.5
63787275110818,28.2,13.3,-0.1,0.0,15.0,11.7
63787275111863,27.9,13.0,-0.1,0.0,15.0,11.3
63787275112909,27.3,12.4,-0.1,0.0,15.0,10.3
