TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787309462909,16.0,1.1,-0.1,0.0,15.0,0.3
63787309464034,29.2,14.3,-0.1,0.0,15.0,11.8
63787309465129,30.0,15.1,-0.1,0.0,15.0,13.3
63787309466251,29.2,14.3,-0.1,0.0,15.0,12.7
63787309467358,27.8,12.9,-0.1,0.0,15.0,11.6
63787309468477,27.5,12.6,-0.1,0.0,15.0,9.2
63787309469607,26.6,11.7,-0.1,0.0,15.0,9.9
63787309470717,29.9,15.0,-0.1,0.0,15.0,14.0
63787309471826,27.5,12.6,-0.1,0.0,15.0,10.9
63787309472926,27.0,12.1,-0.1,0.0,15.0,9.6
63787309474051,26.3,11.4,-0.1,0.0,15.0,10.0
63787309475171,26.7,11.8,-0.1,0.0,15.0,10.4
63787309476270,27.5,12.6,-0.1,0.0,15.0,11.3
63787309477412,27.2,12.3,-0.1,0.0,15.0,11.1
63787309478522,28.5,13.6,-0.1,0.0,15.0,11.7
63787309479644,28.4,13.5,-0.1,0.0,15.0,12.7
63787309480758,27.5,12.6,-0.1,0.0,15.0,10.9
63787309481875,27.0,12.1,-0.1,0.0,15.0,10.7
63787309482998,28.0,13.1,-0.1,0.0,15.0,11.2
63787309484102,27.2,12.3,-0.1,0.0,15.0,10.7
63787309485223,24.9,10.0,-0.1,0.0,15.0,8.9
63787309486333,29.0,14.1,-0.1,0.0,15.0,12.3
63787309487450,28.9,14.0,-0.1,0.0,15.0,11.2
63787309488546,28.2,13.3,-0.1,0.0,15.0,10.6
63787309489646,29.8,14.9,-0.1,0.0,15.0,11.5
63787309490749,27.8,12.9,-0.1,0.0,15.0,9.9
63787309491828,28.0,13.1,-0.1,0.0,15.0,10.3
63787309492918,27.9,13.0,-0.1,0.0,15.0,10.7
63787309494024,28.5,13.6,-0.1,0.0,15.0,10.1
63787309495125,29.5,14.6,-0.1,0.0,15.0,11.6
63787309496218,27.8,12.9,-0.1,0.0,15.0,10.4
63787309497316,30.6,15.7,-0.1,0.0,15.0,10.0
63787309498427,29.2,14.3,-0.1,0.0,15.0,11.1
63787309499528,28.5,13.6,-0.1,0.0,15.0,11.0
63787309500632,28.3,13.4,-0.1,0.0,15.0,10.2
63787309501749,27.8,12.9,-0.1,0.0,15.0,11.2
63787309502843,29.0,14.1,-0.1,0.0,15.0,11.2
63787309503954,28.9,14.0,-0.1,0.0,15.0,10.5
63787309505049,27.5,12.6,-0.1,0.0,15.0,9.9
63787309506150,28.8,13.9,-0.1,0.0,15.0,10.8
63787309507254,27.3,12.4,-0.1,0.0,15.0,9.3
63787309508361,29.7,14.8,-0.1,0.0,15.0,11.3
63787309509473,29.1,14.2,-0.1,0.0,15.0,11.1
63787309510604,29.0,14.1,-0.1,0.0,15.0,11.1
63787309511724,29.8,14.9,-0.1,0.0,15.0,12.6
63787309512838,29.9,15.0,-0.1,0.0,15.0,12.0
63787309513948,28.2,13.3,-0.1,0.0,15.0,11.7
63787309515051,26.5,11.6,-0.1,0.0,15.0,10.7
63787309516167,26.4,11.5,-0.1,0.0,15.0,9.7
63787309517297,26.6,11.7,-0.1,0.0,15.0,9.7
63787309518386,29.3,14.4,-0.1,0.0,15.0,12.3
63787309519518,26.8,11.9,-0.1,0.0,15.0,10.4
63787309520617,27.5,12.6,-0.1,0.0,15.0,9.8
63787309521716,27.0,12.1,-0.1,0.0,15.0,11.3
63787309522816,26.2,11.3,-0.1,0.0,15.0,10.0
63787309523931,27.3,12.4,-0.1,0.0,15.0,10.0
63787309525041,27.0,12.1,-0.1,0.0,15.0,10.0
63787309526167,27.5,12.6,-0.1,0.0,15.0,10.9
63787309527264,28.2,13.3,-0.1,0.0,15.0,12.0
63787309528373,29.7,14.8,-0.1,0.0,15.0,12.7
63787309529489,28.1,13.2,-0.1,0.0,15.0,12.0
63787309530607,28.5,13.6,-0.1,0.0,15.0,9.6
63787309531706,28.3,13.4,-0.1,0.0,15.0,11.6
63787309532828,27.1,12.2,-0.1,0.0,15.0,9.7
63787309533932,28.3,13.4,-0.1,0.0,15.0,11.1
63787309535052,28.9,14.0,-0.1,0.0,15.0,12.2
63787309536172,28.4,13.5,-0.1,0.0,15.0,11.7
63787309537274,29.6,14.7,-0.1,0.0,15.0,12.8
63787309538403,29.8,14.9,-0.1,0.0,15.0,13.3
63787309539496,27.0,12.1,-0.1,0.0,15.0,10.9
63787309540610,28.2,13.3,-0.1,0.0,15.0,11.1
63787309541720,30.3,15.4,-0.1,0.0,15.0,14.0
63787309542821,29.1,14.2,-0.1,0.0,15.0,12.8
63787309543942,29.6,14.7,-0.1,0.0,15.0,13.9
63787309545056,28.6,13.7,-0.1,0.0,15.0,11.2
63787309546166,28.2,13.3,-0.1,0.0,15.0,12.3
63787309547279,27.4,12.5,-0.1,0.0,15.0,11.0
63787309548406,27.0,12.1,-0.1,0.0,15.0,11.3
63787309549511,28.5,13.6,-0.1,0.0,15.0,10.4
63787309550620,27.0,12.1,-0.1,0.0,15.0,11.2
63787309551735,27.5,12.6,-0.1,0.0,15.0,10.8
63787309552841,28.5,13.6,-0.1,0.0,15.0,11.4
63787309553971,27.6,12.7,-0.1,0.0,15.0,11.1
63787309555086,31.1,16.2,-0.1,0.0,15.0,12.9
63787309556193,27.3,12.4,-0.1,0.0,15.0,10.9
63787309557307,27.0,12.1,-0.1,0.0,15.0,10.3
63787309558400,26.1,11.2,-0.1,0.0,15.0,10.4
63787309559499,28.8,13.9,-0.1,0.0,15.0,11.1
63787309560618,27.9,13.0,-0.1,0.0,15.0,10.4
63787309561718,26.7,11.8,-0.1,0.0,15.0,9.7
63787309562817,28.0,13.1,-0.1,0.0,15.0,10.5
63787309563925,26.7,11.8,-0.1,0.0,15.0,10.2
63787309565011,28.9,14.0,-0.1,0.0,15.0,11.8
63787309566117,27.3,12.4,-0.1,0.0,15.0,11.2
63787309567213,28.6,13.7,-0.1,0.0,15.0,11.3
63787309568331,29.3,14.4,-0.1,0.0,15.0,11.4
63787309569435,28.6,13.7,-0.1,0.0,15.0,11.8
63787309570544,28.2,13.3,-0.1,0.0,15.0,12.2
63787309571659,29.4,14.5,-0.1,0.0,15.0,13.0
63787309572756,30.1,15.2,-0.1,0.0,15.0,12.8
63787309573879,28.0,13.1,-0.1,0.0,15.0,11.3
63787309574990,28.0,13.1,-0.1,0.0,15.0,11.8
63787309576106,29.8,14.9,-0.1,0.0,15.0,12.9
63787309577222,29.4,14.5,-0.1,0.0,15.0,13.2
63787309578316,27.4,12.5,-0.1,0.0,15.0,10.4
63787309579409,28.5,13.6,-0.1,0.0,15.0,12.6
63787309580499,28.1,13.2,-0.1,0.0,15.0,10.3
63787309581612,29.6,14.7,-0.1,0.0,15.0,13.5
63787309582719,29.3,14.4,-0.1,0.0,15.0,11.7
63787309583842,28.8,13.9,-0.1,0.0,15.0,12.7
63787309584944,28.5,13.6,-0.1,0.0,15.0,11.3
63787309586051,29.2,14.3,-0.1,0.0,15.0,12.7
63787309587170,30.0,15.1,-0.1,0.0,15.0,13.9
63787309588271,27.1,12.2,-0.1,0.0,15.0,10.6
63787309589378,26.1,11.2,-0.1,0.0,15.0,9.8
63787309590493,28.7,13.8,-0.1,0.0,15.0,11.3
63787309591593,28.2,13.3,-0.1,0.0,15.0,11.1
63787309592693,25.3,10.4,-0.1,0.0,15.0,9.4
63787309593793,28.8,13.9,-0.1,0.0,15.0,11.1
