TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787310316452,27.9,13.0,-0.1,0.0,15.0,11.1
63787310317546,27.6,12.7,-0.1,0.0,15.0,10.7
63787310318646,27.3,12.4,-0.1,0.0,15.0,10.4
63787310319754,30.2,15.3,-0.1,0.0,15.0,13.9
63787310320864,26.2,11.3,-0.1,0.0,15.0,9.5
63787310321988,26.6,11.7,-0.1,0.0,15.0,10.0
63787310323098,28.5,13.6,-0.1,0.0,15.0,12.2
63787310324194,27.3,12.4,-0.1,0.0,15.0,10.9
63787310325307,26.1,11.2,-0.1,0.0,15.0,9.6
63787310326430,27.3,12.4,-0.1,0.0,15.0,10.6
63787310327546,29.1,14.2,-0.1,0.0,15.0,12.4
63787310328644,26.9,12.0,-0.1,0.0,15.0,11.0
63787310329741,27.5,12.6,-0.1,0.0,15.0,11.1
63787310330854,26.1,11.2,-0.1,0.0,15.0,9.4
63787310331962,27.0,12.1,-0.1,0.0,15.0,10.5
63787310333077,28.9,14.0,-0.1,0.0,15.0,12.0
63787310334199,27.5,12.6,-0.1,0.0,15.0,11.1
63787310335302,27.7,12.8,-0.1,0.0,15.0,11.7
63787310336420,29.4,14.5,-0.1,0.0,15.0,12.8
63787310337520,27.5,12.6,-0.1,0.0,15.0,11.0
63787310338630,26.8,11.9,-0.1,0.0,15.0,10.9
63787310339753,27.8,12.9,-0.1,0.0,15.0,10.9
63787310340847,27.4,12.5,-0.1,0.0,15.0,10.8
63787310341957,27.9,13.0,-0.1,0.0,15.0,11.9
63787310343060,26.6,11.7,-0.1,0.0,15.0,10.3
63787310344163,27.0,12.1,-0.1,0.0,15.0,10.3
63787310345301,26.1,11.2,-0.1,0.0,15.0,9.6
63787310346400,27.2,12.3,-0.1,0.0,15.0,10.1
63787310347504,27.2,12.3,-0.1,0.0,15.0,10.9
63787310348605,28.0,13.1,-0.1,0.0,15.0,10.5
63787310349721,26.7,11.8,-0.1,0.0,15.0,10.4
63787310350807,27.7,12.8,-0.1,0.0,15.0,11.2
63787310351895,28.2,13.3,-0.1,0.0,15.0,10.9
63787310353014,29.4,14.5,-0.1,0.0,15.0,11.4
63787310354112,30.0,15.1,-0.1,0.0,15.0,11.5
63787310355206,30.2,15.3,-0.1,0.0,15.0,12.6
63787310356313,29.6,14.7,-0.1,0.0,15.0,12.4
63787310357407,29.5,14.6,-0.1,0.0,15.0,11.7
63787310358507,29.1,14.2,-0.1,0.0,15.0,11.4
63787310359605,29.6,14.7,-0.1,0.0,15.0,12.1
63787310360715,29.4,14.5,-0.1,0.0,15.0,11.8
63787310361812,30.5,15.6,-0.1,0.0,15.0,12.6
63787310362921,29.9,15.0,-0.1,0.0,15.0,11.8
63787310364018,30.0,15.1,-0.1,0.0,15.0,12.0
63787310365114,30.8,15.9,-0.1,0.0,15.0,12.4
63787310366219,29.4,14.5,-0.1,0.0,15.0,11.5
63787310367314,29.2,14.3,-0.1,0.0,15.0,12.4
63787310368413,30.2,15.3,-0.1,0.0,15.0,12.5
63787310369518,28.7,13.8,-0.1,0.0,15.0,11.5
63787310370606,31.3,16.4,-0.1,0.0,15.0,11.5
63787310371710,30.1,15.2,-0.1,0.0,15.0,12.5
63787310372812,29.5,14.6,-0.1,0.0,15.0,11.3
63787310373905,29.6,14.7,-0.1,0.0,15.0,12.4
63787310375008,29.0,14.1,-0.1,0.0,15.0,11.6
63787310376116,29.5,14.6,-0.1,0.0,15.0,12.0
63787310377221,29.4,14.5,-0.1,0.0,15.0,11.4
63787310378311,29.9,15.0,-0.1,0.0,15.0,11.6
63787310379414,28.9,14.0,-0.1,0.0,15.0,11.3
63787310380511,29.7,14.8,-0.1,0.0,15.0,12.0
63787310381614,29.7,14.8,-0.1,0.0,15.0,12.1
63787310382727,29.7,14.8,-0.1,0.0,15.0,12.2
63787310383824,30.3,15.4,-0.1,0.0,15.0,12.3
63787310384920,30.3,15.4,-0.1,0.0,15.0,12.6
63787310386020,28.8,13.9,-0.1,0.0,15.0,11.7
63787310387127,26.7,11.8,-0.1,0.0,15.0,10.2
63787310388227,25.5,10.6,-0.1,0.0,15.0,8.8
63787310389324,26.8,11.9,-0.1,0.0,15.0,10.8
63787310390430,27.6,12.7,-0.1,0.0,15.0,10.8
63787310391544,27.9,13.0,-0.1,0.0,15.0,11.9
63787310392637,28.6,13.7,-0.1,0.0,15.0,12.5
63787310393735,29.0,14.1,-0.1,0.0,15.0,12.0
63787310394829,30.9,16.0,-0.1,0.0,15.0,13.7
63787310395931,28.4,13.5,-0.1,0.0,15.0,11.7
63787310397033,26.2,11.3,-0.1,0.0,15.0,9.7
63787310398127,28.8,13.9,-0.1,0.0,15.0,12.0
63787310399220,29.1,14.2,-0.1,0.0,15.0,12.9
63787310400321,27.4,12.5,-0.1,0.0,15.0,10.8
63787310401419,27.6,12.7,-0.1,0.0,15.0,10.9
63787310402516,26.5,11.6,-0.1,0.0,15.0,10.1
63787310403608,26.9,12.0,-0.1,0.0,15.0,10.4
63787310404694,28.5,13.6,-0.1,0.0,15.0,12.2
63787310405814,26.6,11.7,-0.1,0.0,15.0,10.1
63787310406907,26.9,12.0,-0.1,0.0,15.0,10.2
63787310408000,28.0,13.1,-0.1,0.0,15.0,11.5
63787310409095,26.6,11.7,-0.1,0.0,15.0,9.9
63787310410185,29.7,14.8,-0.1,0.0,15.0,13.1
63787310411297,28.2,13.3,-0.1,0.0,15.0,11.5
63787310412389,29.1,14.2,-0.1,0.0,15.0,10.9
63787310413479,28.2,13.3,-0.1,0.0,15.0,10.5
63787310414596,27.7,12.8,-0.1,0.0,15.0,10.5
63787310415685,28.8,13.9,-0.1,0.0,15.0,10.6
63787310416804,28.6,13.7,-0.1,0.0,15.0,11.1
63787310417904,29.2,14.3,-0.1,0.0,15.0,11.4
63787310419002,27.3,12.4,-0.1,0.0,15.0,10.1
63787310420103,28.6,13.7,-0.1,0.0,15.0,10.2
63787310421197,29.1,14.2,-0.1,0.0,15.0,10.6
