TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787307863275,19.3,4.4,-0.1,0.0,15.0,0.0
63787307864368,27.2,12.3,-0.1,0.0,15.0,8.1
63787307865446,28.5,13.6,-0.1,0.0,15.0,10.4
63787307866524,29.1,14.2,-0.1,0.0,15.0,11.9
63787307867633,30.5,15.6,-0.1,0.0,15.0,11.1
63787307868726,29.0,14.1,-0.1,0.0,15.0,11.2
63787307869820,31.1,16.2,-0.1,0.0,15.0,10.6
63787307870913,29.6,14.7,-0.1,0.0,15.0,10.9
63787307871991,29.1,14.2,-0.1,0.0,15.0,10.1
63787307873070,28.2,13.3,-0.1,0.0,15.0,9.5
63787307874164,27.6,12.7,-0.1,0.0,15.0,10.5
63787307875242,29.0,14.1,-0.1,0.0,15.0,10.0
63787307876320,29.5,14.6,-0.1,0.0,15.0,9.3
63787307877429,29.8,14.9,-0.1,0.0,15.0,11.1
63787307878506,31.4,16.5,-0.1,0.0,15.0,11.7
63787307879600,29.7,14.8,-0.1,0.0,15.0,11.5
63787307880678,33.7,18.8,-0.1,0.0,15.0,11.4
63787307881771,30.2,15.3,-0.1,0.0,15.0,12.2
63787307882865,28.3,13.4,-0.1,0.0,15.0,10.0
63787307883943,28.1,13.2,-0.1,0.0,15.0,11.9
63787307885036,28.5,13.6,-0.1,0.0,15.0,11.1
63787307886127,28.4,13.5,-0.1,0.0,15.0,11.1
63787307887205,29.8,14.9,-0.1,0.0,15.0,11.2
63787307888314,28.6,13.7,-0.1,0.0,15.0,10.9
63787307889408,28.7,13.8,-0.1,0.0,15.0,11.3
63787307890501,28.5,13.6,-0.1,0.0,15.0,11.1
63787307891579,28.1,13.2,-0.1,0.0,15.0,11.2
63787307892657,29.0,14.1,-0.1,0.0,15.0,11.0
63787307893750,28.2,13.3,-0.1,0.0,15.0,11.0
63787307894828,28.8,13.9,-0.1,0.0,15.0,11.5
63787307895922,27.6,12.7,-0.1,0.0,15.0,10.2
63787307896999,27.1,12.2,-0.1,0.0,15.0,10.5
63787307898077,28.3,13.4,-0.1,0.0,15.0,10.9
63787307899171,28.5,13.6,-0.1,0.0,15.0,10.5
63787307900264,27.2,12.3,-0.1,0.0,15.0,10.4
63787307901358,28.1,13.2,-0.1,0.0,15.0,10.2
63787307902451,28.4,13.5,-0.1,0.0,15.0,10.7
63787307903529,27.2,12.3,-0.1,0.0,15.0,10.0
63787307904623,28.4,13.5,-0.1,0.0,15.0,10.9
63787307905701,28.3,13.4,-0.1,0.0,15.0,10.4
63787307906778,27.6,12.7,-0.1,0.0,15.0,10.4
63787307907877,27.9,13.0,-0.1,0.0,15.0,11.1
63787307908955,25.8,10.9,-0.1,0.0,15.0,9.8
63787307910033,28.1,13.2,-0.1,0.0,15.0,12.3
63787307911127,26.9,12.0,-0.1,0.0,15.0,11.0
63787307912197,25.6,10.7,-0.1,0.0,15.0,10.2
63787307913282,29.4,14.5,-0.1,0.0,15.0,13.4
63787307914374,26.9,12.0,-0.1,0.0,15.0,11.0
63787307915446,27.2,12.3,-0.1,0.0,15.0,11.3
63787307916541,26.3,11.4,-0.1,0.0,15.0,9.3
63787307917619,29.4,14.5,-0.1,0.0,15.0,13.6
63787307918714,28.1,13.2,-0.1,0.0,15.0,12.2
63787307919792,26.4,11.5,-0.1,0.0,15.0,11.1
63787307920870,27.8,12.9,-0.1,0.0,15.0,11.2
63787307921963,28.0,13.1,-0.1,0.0,15.0,12.0
63787307923062,28.1,13.2,-0.1,0.0,15.0,12.0
63787307924156,29.3,14.4,-0.1,0.0,15.0,9.8
63787307925263,26.7,11.8,-0.1,0.0,15.0,9.9
63787307926356,25.9,11.0,-0.1,0.0,15.0,10.3
63787307927449,27.8,12.9,-0.1,0.0,15.0,11.8
63787307928527,26.6,11.7,-0.1,0.0,15.0,10.6
63787307929621,28.0,13.1,-0.1,0.0,15.0,12.3
63787307930699,29.5,14.6,-0.1,0.0,15.0,11.8
63787307931777,29.5,14.6,-0.1,0.0,15.0,12.3
63787307932870,29.9,15.0,-0.1,0.0,15.0,12.9
63787307933948,29.6,14.7,-0.1,0.0,15.0,12.4
63787307935027,29.6,14.7,-0.1,0.0,15.0,12.0
63787307936121,29.2,14.3,-0.1,0.0,15.0,12.0
63787307937198,28.6,13.7,-0.1,0.0,15.0,11.8
63787307938261,30.3,15.4,-0.1,0.0,15.0,12.5
63787307939354,28.7,13.8,-0.1,0.0,15.0,11.3
63787307940463,29.6,14.7,-0.1,0.0,15.0,12.4
63787307941541,29.7,14.8,-0.1,0.0,15.0,11.7
63787307942635,27.8,12.9,-0.1,0.0,15.0,10.8
63787307943728,28.0,13.1,-0.1,0.0,15.0,11.0
63787307944806,29.2,14.3,-0.1,0.0,15.0,11.6
63787307945900,28.6,13.7,-0.1,0.0,15.0,11.5
63787307946993,29.7,14.8,-0.1,0.0,15.0,12.5
63787307948071,29.9,15.0,-0.1,0.0,15.0,12.9
63787307949164,29.1,14.2,-0.1,0.0,15.0,12.0
63787307950242,29.6,14.7,-0.1,0.0,15.0,12.6
63787307951320,29.8,14.9,-0.1,0.0,15.0,12.3
63787307952414,29.2,14.3,-0.1,0.0,15.0,12.0
63787307953507,29.2,14.3,-0.1,0.0,15.0,11.6
63787307954569,28.8,13.9,-0.1,0.0,15.0,12.3
