TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63786951568585,27.9,12.9,-0.1,0.0,15.0,11.1
63786951569738,27.7,12.8,-0.1,0.0,15.0,11.3
63786951570894,28.0,13.1,-0.1,0.0,15.0,11.4
63786951572058,28.3,13.4,-0.1,0.0,15.0,11.4
63786951573226,27.2,12.3,-0.1,0.0,15.0,10.7
63786951574382,28.7,13.8,-0.1,0.0,15.0,12.0
63786951575550,26.4,11.5,-0.1,0.0,15.0,9.5
63786951576703,26.2,11.3,-0.1,0.0,15.0,9.7
63786951577859,28.5,13.6,-0.1,0.0,15.0,12.0
63786951579011,26.1,11.2,-0.1,0.0,15.0,9.3
63786951580167,26.2,11.3,-0.1,0.0,15.0,9.4
63786951581320,27.5,12.6,-0.1,0.0,15.0,10.9
63786951582489,27.0,12.1,-0.1,0.0,15.0,10.3
63786951583645,27.2,12.3,-0.1,0.0,15.0,10.1
63786951584803,29.2,14.3,-0.1,0.0,15.0,11.9
63786951585984,27.7,12.8,-0.1,0.0,15.0,11.8
63786951587136,26.8,11.9,-0.1,0.0,15.0,10.2
63786951588289,27.4,12.5,-0.1,0.0,15.0,11.0
63786951589445,29.9,15.0,-0.1,0.0,15.0,13.7
63786951590597,27.4,12.5,-0.1,0.0,15.0,10.5
63786951591765,27.2,12.3,-0.1,0.0,15.0,10.6
63786951592921,28.3,13.4,-0.1,0.0,15.0,11.4
63786951594090,28.2,13.3,-0.1,0.0,15.0,12.0
63786951595243,28.4,13.5,-0.1,0.0,15.0,11.7
63786951596399,29.6,14.7,-0.1,0.0,15.0,13.3
63786951597552,27.0,12.1,-0.1,0.0,15.0,11.1
63786951598708,27.9,13.0,-0.1,0.0,15.0,11.2
63786951599876,27.3,12.4,-0.1,0.0,15.0,10.5
63786951601041,27.0,12.1,-0.1,0.0,15.0,10.6
63786951602213,27.0,12.1,-0.1,0.0,15.0,10.8
63786951603365,28.0,13.1,-0.1,0.0,15.0,11.5
63786951604521,28.1,13.2,-0.1,0.0,15.0,11.5
63786951605689,27.6,12.7,-0.1,0.0,15.0,10.7
63786951606859,27.5,12.6,-0.1,0.0,15.0,10.7
63786951608014,28.7,13.8,-0.1,0.0,15.0,11.9
63786951609183,28.1,13.2,-0.1,0.0,15.0,11.4
63786951610354,27.9,13.0,-0.1,0.0,15.0,11.3
63786951611534,28.6,13.7,-0.1,0.0,15.0,11.6
63786951612690,28.1,13.2,-0.1,0.0,15.0,11.9
63786951613844,28.4,13.5,-0.1,0.0,15.0,11.5
63786951615000,28.4,13.5,-0.1,0.0,15.0,11.9
63786951616169,27.4,12.5,-0.1,0.0,15.0,10.4
63786951617340,27.7,12.8,-0.1,0.0,15.0,11.6
63786951618493,27.2,12.3,-0.1,0.0,15.0,10.6
63786951619678,28.0,13.1,-0.1,0.0,15.0,11.3
63786951620834,27.4,12.5,-0.1,0.0,15.0,10.5
63786951622018,28.1,13.2,-0.1,0.0,15.0,11.4
63786951623174,27.0,12.1,-0.1,0.0,15.0,10.4
63786951624327,28.2,13.3,-0.1,0.0,15.0,11.9
63786951625483,27.8,12.9,-0.1,0.0,15.0,10.9
63786951626652,27.6,12.7,-0.1,0.0,15.0,11.5
63786951627824,27.8,12.9,-0.1,0.0,15.0,11.4
63786951628992,27.5,12.6,-0.1,0.0,15.0,10.9
63786951630163,26.7,11.8,-0.1,0.0,15.0,10.2
63786951631328,27.7,12.8,-0.1,0.0,15.0,11.1
63786951632497,28.0,13.1,-0.1,0.0,15.0,11.6
63786951633653,26.9,12.0,-0.1,0.0,15.0,9.7
63786951634823,26.8,11.9,-0.1,0.0,15.0,10.5
63786951635994,28.0,13.1,-0.1,0.0,15.0,11.4
