TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787272556082,28.6,13.7,-0.1,0.0,15.0,11.6
63787272557153,26.1,11.2,-0.1,0.0,15.0,10.4
63787272558216,29.3,14.4,-0.1,0.0,15.0,12.2
63787272559278,28.2,13.3,-0.1,0.0,15.0,12.0
63787272560356,28.0,13.1,-0.1,0.0,15.0,12.5
63787272561434,29.5,14.6,-0.1,0.0,15.0,13.2
63787272562480,28.7,13.8,-0.1,0.0,15.0,12.3
63787272563542,30.2,15.3,-0.1,0.0,15.0,13.7
63787272564620,26.9,12.0,-0.1,0.0,15.0,11.4
63787272565667,28.5,13.6,-0.1,0.0,15.0,12.3
63787272566713,26.5,11.6,-0.1,0.0,15.0,10.3
63787272567776,29.0,14.1,-0.1,0.0,15.0,12.1
63787272568823,27.9,13.0,-0.1,0.0,15.0,11.3
63787272569861,29.2,14.3,-0.1,0.0,15.0,12.9
63787272570907,29.0,14.1,-0.1,0.0,15.0,12.1
63787272571954,28.6,13.7,-0.1,0.0,15.0,11.6
63787272572998,28.1,13.2,-0.1,0.0,15.0,11.2
63787272574061,29.9,15.0,-0.1,0.0,15.0,13.3
63787272575120,28.9,14.0,-0.1,0.0,15.0,11.7
63787272576182,27.9,13.0,-0.1,0.0,15.0,11.0
63787272577237,28.7,13.8,-0.1,0.0,15.0,11.6
63787272578299,27.2,12.3,-0.1,0.0,15.0,10.6
63787272579343,28.3,13.4,-0.1,0.0,15.0,11.5
63787272580390,28.4,13.5,-0.1,0.0,15.0,11.6
63787272581461,29.8,14.9,-0.1,0.0,15.0,12.7
63787272582539,28.2,13.3,-0.1,0.0,15.0,11.4
63787272583586,27.5,12.6,-0.1,0.0,15.0,11.0
63787272584656,27.2,12.3,-0.1,0.0,15.0,10.4
63787272585718,27.1,12.2,-0.1,0.0,15.0,11.1
63787272586767,27.6,12.7,-0.1,0.0,15.0,11.7
63787272587842,27.3,12.4,-0.1,0.0,15.0,11.4
63787272588892,26.8,11.9,-0.1,0.0,15.0,11.0
63787272589954,27.2,12.3,-0.1,0.0,15.0,11.1
63787272591013,28.0,13.1,-0.1,0.0,15.0,11.9
63787272592059,27.3,12.4,-0.1,0.0,15.0,11.5
63787272593122,27.6,12.7,-0.1,0.0,15.0,11.5
63787272594197,28.4,13.5,-0.1,0.0,15.0,11.8
63787272595243,27.0,12.1,-0.1,0.0,15.0,11.0
63787272596305,27.4,12.5,-0.1,0.0,15.0,11.7
63787272597360,27.9,13.0,-0.1,0.0,15.0,11.3
63787272598407,28.3,13.4,-0.1,0.0,15.0,12.0
63787272599469,29.1,14.2,-0.1,0.0,15.0,13.4
63787272600516,27.4,12.5,-0.1,0.0,15.0,11.0
63787272601571,29.3,14.4,-0.1,0.0,15.0,12.4
63787272602617,28.1,13.2,-0.1,0.0,15.0,11.9
63787272603679,28.6,13.7,-0.1,0.0,15.0,12.3
63787272604726,28.0,13.1,-0.1,0.0,15.0,12.0
63787272605778,27.0,12.1,-0.1,0.0,15.0,10.7
63787272606825,27.0,12.1,-0.1,0.0,15.0,11.4
63787272607872,27.5,12.6,-0.1,0.0,15.0,11.4
63787272608949,25.2,10.3,-0.1,0.0,15.0,9.6
63787272610025,28.3,13.4,-0.1,0.0,15.0,12.4
63787272611061,27.2,12.3,-0.1,0.0,15.0,10.7
63787272612108,28.3,13.4,-0.1,0.0,15.0,12.6
63787272613170,27.5,12.6,-0.1,0.0,15.0,11.5
63787272614233,27.7,12.8,-0.1,0.0,15.0,11.3
63787272615292,29.4,14.5,-0.1,0.0,15.0,12.9
63787272616354,26.4,11.5,-0.1,0.0,15.0,10.4
63787272617417,26.1,11.2,-0.1,0.0,15.0,10.2
63787272618479,28.1,13.2,-0.1,0.0,15.0,12.4
63787272619522,28.4,13.5,-0.1,0.0,15.0,12.1
63787272620568,27.3,12.4,-0.1,0.0,15.0,11.6
63787272621623,28.6,13.7,-0.1,0.0,15.0,13.0
63787272622685,26.9,12.0,-0.1,0.0,15.0,11.1
63787272623745,27.8,12.9,-0.1,0.0,15.0,11.3
63787272624791,27.9,13.0,-0.1,0.0,15.0,11.9
63787272625835,29.2,14.3,-0.1,0.0,15.0,13.0
63787272626897,26.6,11.7,-0.1,0.0,15.0,10.8
63787272627936,27.3,12.4,-0.1,0.0,15.0,11.6
63787272628983,27.6,12.7,-0.1,0.0,15.0,11.5
63787272630058,29.1,14.2,-0.1,0.0,15.0,11.0
63787272631105,29.6,14.7,-0.1,0.0,15.0,12.5
63787272632151,28.1,13.2,-0.1,0.0,15.0,10.8
63787272633191,29.1,14.2,-0.1,0.0,15.0,12.2
63787272634254,28.8,13.9,-0.1,0.0,15.0,10.7
63787272635300,28.6,13.7,-0.1,0.0,15.0,11.4
63787272636360,28.6,13.7,-0.1,0.0,15.0,11.4
63787272637422,28.8,13.9,-0.1,0.0,15.0,11.5
63787272638469,29.1,14.2,-0.1,0.0,15.0,11.8
63787272639516,29.4,14.5,-0.1,0.0,15.0,11.7
63787272640547,29.2,14.3,-0.1,0.0,15.0,12.2
63787272641593,29.2,14.3,-0.1,0.0,15.0,11.8
63787272642652,30.2,15.3,-0.1,0.0,15.0,12.2
63787272643698,29.1,14.2,-0.1,0.0,15.0,12.0
63787272644745,28.4,13.5,-0.1,0.0,15.0,11.7
63787272645792,29.5,14.6,-0.1,0.0,15.0,11.9
63787272646838,29.5,14.6,-0.1,0.0,15.0,12.0
63787272647900,28.8,13.9,-0.1,0.0,15.0,12.0
63787272648944,29.4,14.5,-0.1,0.0,15.0,12.6
63787272649990,28.5,13.6,-0.1,0.0,15.0,11.1
63787272651053,29.0,14.1,-0.1,0.0,15.0,11.0
63787272652099,28.7,13.8,-0.1,0.0,15.0,11.4
63787272653146,29.6,14.7,-0.1,0.0,15.0,12.3
63787272654193,29.1,14.2,-0.1,0.0,15.0,12.0
63787272655239,29.8,14.9,-0.1,0.0,15.0,12.6
63787272656299,29.2,14.3,-0.1,0.0,15.0,11.7
63787272657361,29.3,14.4,-0.1,0.0,15.0,12.2
63787272658430,29.7,14.8,-0.1,0.0,15.0,12.4
63787272659477,29.9,15.0,-0.1,0.0,15.0,11.6
63787272660513,29.0,14.1,-0.1,0.0,15.0,12.2
63787272661560,30.3,15.4,-0.1,0.0,15.0,12.4
63787272662634,29.5,14.6,-0.1,0.0,15.0,12.5
63787272663681,27.9,13.0,-0.1,0.0,15.0,12.3
63787272664727,27.6,12.7,-0.1,0.0,15.0,11.8
63787272665770,28.5,13.6,-0.1,0.0,15.0,12.7
63787272666817,28.4,13.5,-0.1,0.0,15.0,12.6
63787272667877,28.5,13.6,-0.1,0.0,15.0,12.2
63787272668939,28.3,13.4,-0.1,0.0,15.0,12.3
63787272669985,28.3,13.4,-0.1,0.0,15.0,12.7
63787272671072,29.2,14.3,-0.1,0.0,15.0,13.1
63787272672118,28.0,13.1,-0.1,0.0,15.0,12.1
63787272673181,26.5,11.6,-0.1,0.0,15.0,10.7
63787272674225,28.5,13.6,-0.1,0.0,15.0,12.9
63787272675271,28.7,13.8,-0.1,0.0,15.0,13.0
63787272676318,28.7,13.8,-0.1,0.0,15.0,12.9
63787272677366,26.5,11.6,-0.1,0.0,15.0,9.8
63787272678406,26.9,12.0,-0.1,0.0,15.0,10.8
63787272679468,27.0,12.1,-0.1,0.0,15.0,10.8
63787272680519,28.5,13.6,-0.1,0.0,15.0,12.7
63787272681564,25.4,10.5,-0.1,0.0,15.0,9.6
63787272682608,27.6,12.7,-0.1,0.0,15.0,10.9
63787272683654,24.9,10.0,-0.1,0.0,15.0,9.3
63787272684714,26.7,11.8,-0.1,0.0,15.0,10.6
63787272685771,27.4,12.5,-0.1,0.0,15.0,11.7
63787272686818,27.1,12.2,-0.1,0.0,15.0,10.5
63787272687865,27.7,12.8,-0.1,0.0,15.0,12.0
63787272688924,26.5,11.6,-0.1,0.0,15.0,10.5
63787272689986,26.4,11.5,-0.1,0.0,15.0,10.3
63787272691033,28.2,13.3,-0.1,0.0,15.0,12.5
63787272692095,27.5,12.6,-0.1,0.0,15.0,11.7
63787272693138,26.9,12.0,-0.1,0.0,15.0,10.8
63787272694191,28.7,13.8,-0.1,0.0,15.0,12.7
63787272695253,29.7,14.7,-0.1,0.0,15.0,13.7
63787272696309,27.2,12.3,-0.1,0.0,15.0,11.4
63787272697356,27.0,12.1,-0.1,0.0,15.0,11.4
63787272698433,29.9,15.0,-0.1,0.0,15.0,13.4
63787272699488,26.9,12.0,-0.1,0.0,15.0,11.4
63787272700551,26.5,11.6,-0.1,0.0,15.0,10.5
63787272701582,26.2,11.3,-0.1,0.0,15.0,10.5
63787272702626,25.9,11.0,-0.1,0.0,15.0,10.0
63787272703686,27.3,12.4,-0.1,0.0,15.0,11.7
63787272704739,28.7,13.8,-0.1,0.0,15.0,12.4
63787272705778,27.4,12.5,-0.1,0.0,15.0,11.2
63787272706849,26.5,11.6,-0.1,0.0,15.0,10.6
63787272707892,24.9,10.0,-0.1,0.0,15.0,9.3
63787272708947,27.8,12.9,-0.1,0.0,15.0,11.3
63787272709986,26.6,11.7,-0.1,0.0,15.0,10.6
63787272711038,27.0,12.1,-0.1,0.0,15.0,11.1
63787272712081,26.6,11.7,-0.1,0.0,15.0,10.6
63787272713151,27.1,12.2,-0.1,0.0,15.0,10.7
63787272714198,28.3,13.4,-0.1,0.0,15.0,11.8
63787272715237,26.5,11.6,-0.1,0.0,15.0,10.4
63787272716283,29.1,14.2,-0.1,0.0,15.0,13.1
63787272717327,28.2,13.3,-0.1,0.0,15.0,12.4
63787272718384,26.2,11.3,-0.1,0.0,15.0,9.7
63787272719446,27.1,12.1,-0.1,0.0,15.0,10.7
