TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787302925026,28.3,13.4,-0.1,0.0,15.0,11.4
63787302926088,29.6,14.7,-0.1,0.0,15.0,12.4
63787302927166,29.4,14.5,-0.1,0.0,15.0,12.0
63787302928243,30.4,15.5,-0.1,0.0,15.0,11.7
63787302929306,28.3,13.4,-0.1,0.0,15.0,11.4
63787302930399,28.8,13.9,-0.1,0.0,15.0,11.5
63787302931493,29.1,14.2,-0.1,0.0,15.0,12.2
63787302932565,29.0,14.1,-0.1,0.0,15.0,11.4
63787302933658,28.6,13.7,-0.1,0.0,15.0,11.5
63787302934725,29.2,14.3,-0.1,0.0,15.0,12.1
63787302935819,28.9,14.0,-0.1,0.0,15.0,11.8
63787302936912,30.4,15.5,-0.1,0.0,15.0,13.1
63787302938006,29.6,14.7,-0.1,0.0,15.0,12.6
63787302939084,28.0,13.1,-0.1,0.0,15.0,10.8
63787302940162,28.0,13.1,-0.1,0.0,15.0,10.6
63787302941239,28.8,13.9,-0.1,0.0,15.0,11.7
63787302942317,28.5,13.6,-0.1,0.0,15.0,11.1
63787302943395,29.0,14.1,-0.1,0.0,15.0,11.6
63787302944489,30.0,15.1,-0.1,0.0,15.0,12.8
63787302945567,29.0,14.1,-0.1,0.0,15.0,11.6
63787302946660,28.9,14.0,-0.1,0.0,15.0,11.9
63787302947738,29.3,14.4,-0.1,0.0,15.0,11.5
63787302948831,29.5,14.6,-0.1,0.0,15.0,10.6
63787302949925,29.1,14.2,-0.1,0.0,15.0,11.8
63787302951003,28.5,13.6,-0.1,0.0,15.0,10.9
63787302952081,29.1,14.2,-0.1,0.0,15.0,11.9
63787302953159,29.5,14.6,-0.1,0.0,15.0,12.2
63787302954236,29.5,14.6,-0.1,0.0,15.0,12.4
63787302955330,28.7,13.8,-0.1,0.0,15.0,11.9
63787302956423,28.5,13.6,-0.1,0.0,15.0,11.1
63787302957501,28.7,13.8,-0.1,0.0,15.0,11.6
63787302958579,27.1,12.2,-0.1,0.0,15.0,11.1
63787302959673,27.9,13.0,-0.1,0.0,15.0,12.2
63787302960735,27.0,12.1,-0.1,0.0,15.0,10.8
63787302961813,27.1,12.2,-0.1,0.0,15.0,11.4
63787302962875,25.9,11.0,-0.1,0.0,15.0,10.0
63787302963939,26.5,11.6,-0.1,0.0,15.0,10.5
63787302965048,28.3,13.4,-0.1,0.0,15.0,12.2
63787302966126,27.0,12.1,-0.1,0.0,15.0,10.9
63787302967188,27.5,12.6,-0.1,0.0,15.0,11.8
63787302968282,28.2,13.3,-0.1,0.0,15.0,11.9
63787302969349,27.2,12.3,-0.1,0.0,15.0,12.0
63787302970443,28.2,13.3,-0.1,0.0,15.0,11.8
63787302971521,27.1,12.2,-0.1,0.0,15.0,11.1
63787302972614,26.4,11.5,-0.1,0.0,15.0,10.5
63787302973677,26.2,11.3,-0.1,0.0,15.0,10.4
63787302974770,26.2,11.3,-0.1,0.0,15.0,10.7
63787302975848,27.3,12.4,-0.1,0.0,15.0,11.4
63787302976927,27.0,12.1,-0.1,0.0,15.0,11.3
63787302978020,28.1,13.2,-0.1,0.0,15.0,11.9
63787302979114,28.4,13.5,-0.1,0.0,15.0,12.4
63787302980192,28.2,13.3,-0.1,0.0,15.0,12.4
63787302981285,27.8,12.9,-0.1,0.0,15.0,12.3
63787302982369,27.9,13.0,-0.1,0.0,15.0,11.4
63787302983447,27.2,12.3,-0.1,0.0,15.0,11.5
63787302984541,27.6,12.7,-0.1,0.0,15.0,11.9
63787302985618,27.1,12.2,-0.1,0.0,15.0,11.5
63787302986705,28.3,13.4,-0.1,0.0,15.0,12.5
