TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787051914389,24.5,9.6,-0.1,0.0,15.0,5.3
63787051915604,29.3,14.4,-0.1,0.0,15.0,12.1
63787051916800,27.1,12.2,-0.1,0.0,15.0,9.9
63787051918003,27.6,12.7,-0.1,0.0,15.0,11.2
63787051919204,29.0,14.1,-0.1,0.0,15.0,11.7
63787051920392,28.3,13.4,-0.1,0.0,15.0,11.3
63787051921603,27.6,12.7,-0.1,0.0,15.0,11.0
63787051922797,26.7,11.8,-0.1,0.0,15.0,9.8
63787051924004,29.3,14.4,-0.1,0.0,15.0,11.5
63787051925209,28.1,13.2,-0.1,0.0,15.0,12.0
63787051926401,27.7,12.8,-0.1,0.0,15.0,11.3
63787051927590,28.7,13.8,-0.1,0.0,15.0,11.9
63787051928793,30.0,15.1,-0.1,0.0,15.0,11.4
63787051930004,28.7,13.7,-0.1,0.0,15.0,12.4
63787051931201,28.7,13.8,-0.1,0.0,15.0,11.9
63787051932404,29.3,14.4,-0.1,0.0,15.0,12.4
63787051933604,27.5,12.6,-0.1,0.0,15.0,10.0
63787051934795,27.9,13.0,-0.1,0.0,15.0,11.1
63787051935988,26.0,11.1,-0.1,0.0,15.0,9.8
63787051937193,27.0,12.1,-0.1,0.0,15.0,10.0
63787051938393,27.2,12.3,-0.1,0.0,15.0,9.8
63787051939572,28.2,13.3,-0.1,0.0,15.0,9.9
63787051940767,29.3,14.4,-0.1,0.0,15.0,11.3
63787051941973,27.6,12.7,-0.1,0.0,15.0,9.5
63787051943180,27.9,13.0,-0.1,0.0,15.0,9.8
63787051944358,27.8,12.9,-0.1,0.0,15.0,10.1
63787051945598,27.8,12.9,-0.1,0.0,15.0,10.1
63787051946781,28.8,13.9,-0.1,0.0,15.0,10.4
63787051947981,27.2,12.3,-0.1,0.0,15.0,10.0
63787051949179,28.1,13.2,-0.1,0.0,15.0,9.9
63787051950382,27.8,12.9,-0.1,0.0,15.0,9.8
63787051951580,30.1,15.2,-0.1,0.0,15.0,11.9
63787051952760,28.1,13.2,-0.1,0.0,15.0,9.9
63787051953953,30.4,15.5,-0.1,0.0,15.0,12.0
63787051955153,28.5,13.6,-0.1,0.0,15.0,10.2
63787051956340,27.6,12.7,-0.1,0.0,15.0,9.1
63787051957535,28.1,13.2,-0.1,0.0,15.0,10.1
63787051958724,29.5,14.6,-0.1,0.0,15.0,11.8
63787051959915,28.6,13.7,-0.1,0.0,15.0,9.6
63787051961097,27.1,12.2,-0.1,0.0,15.0,8.3
