TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787302232173,20.5,5.6,-0.1,0.0,15.0,4.9
63787302233251,28.0,13.1,-0.1,0.0,15.0,10.6
63787302234328,29.9,15.0,-0.1,0.0,15.0,13.0
63787302235422,29.1,14.2,-0.1,0.0,15.0,12.2
63787302236500,31.0,16.1,-0.1,0.0,15.0,11.3
63787302237578,29.3,14.4,-0.1,0.0,15.0,12.5
63787302238671,29.3,14.4,-0.1,0.0,15.0,11.9
63787302239749,28.1,13.2,-0.1,0.0,15.0,10.8
63787302240827,29.0,14.1,-0.1,0.0,15.0,12.1
63787302241920,28.8,13.9,-0.1,0.0,15.0,11.9
63787302242998,28.8,13.9,-0.1,0.0,15.0,11.9
63787302244070,29.8,14.9,-0.1,0.0,15.0,13.2
63787302245164,28.6,13.7,-0.1,0.0,15.0,11.3
63787302246257,28.6,13.7,-0.1,0.0,15.0,11.7
63787302247351,28.4,13.5,-0.1,0.0,15.0,11.1
63787302248428,29.8,14.9,-0.1,0.0,15.0,12.4
63787302249497,29.1,14.2,-0.1,0.0,15.0,11.7
63787302250575,28.6,13.7,-0.1,0.0,15.0,11.6
63787302251668,30.8,15.9,-0.1,0.0,15.0,11.7
63787302252762,29.5,14.6,-0.1,0.0,15.0,12.5
63787302253855,29.3,14.4,-0.1,0.0,15.0,12.3
63787302254933,29.5,14.6,-0.1,0.0,15.0,12.3
63787302256027,29.8,14.9,-0.1,0.0,15.0,12.4
63787302257114,29.3,14.4,-0.1,0.0,15.0,12.3
63787302258207,30.0,15.1,-0.1,0.0,15.0,12.8
63787302259285,29.3,14.4,-0.1,0.0,15.0,11.8
63787302260379,28.7,13.8,-0.1,0.0,15.0,11.3
63787302261488,29.8,14.9,-0.1,0.0,15.0,12.0
63787302262581,28.2,13.3,-0.1,0.0,15.0,10.9
63787302263659,28.7,13.8,-0.1,0.0,15.0,11.5
