TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787050871666,16.4,1.5,-0.1,0.0,15.0,0.3
63787050872865,29.5,14.6,-0.1,0.0,15.0,12.2
63787050874074,29.1,14.2,-0.1,0.0,15.0,11.8
63787050875261,27.7,12.8,-0.1,0.0,15.0,11.1
63787050876448,27.7,12.8,-0.1,0.0,15.0,10.8
63787050877623,27.8,12.9,-0.1,0.0,15.0,10.8
63787050878810,27.7,12.8,-0.1,0.0,15.0,11.1
63787050879997,27.1,12.2,-0.1,0.0,15.0,10.0
63787050881185,28.3,13.4,-0.1,0.0,15.0,12.0
63787050882390,28.9,14.0,-0.1,0.0,15.0,12.0
63787050883577,28.3,13.4,-0.1,0.0,15.0,11.6
63787050884764,27.4,12.5,-0.1,0.0,15.0,10.2
63787050885951,27.8,12.9,-0.1,0.0,15.0,11.3
63787050887151,28.5,13.6,-0.1,0.0,15.0,11.3
63787050888338,26.8,11.9,-0.1,0.0,15.0,10.2
63787050889525,27.5,12.6,-0.1,0.0,15.0,11.0
63787050890713,28.3,13.4,-0.1,0.0,15.0,12.1
63787050891914,29.1,14.2,-0.1,0.0,15.0,11.3
63787050893102,29.2,14.3,-0.1,0.0,15.0,12.4
63787050894289,26.1,11.2,-0.1,0.0,15.0,9.0
63787050895476,28.9,14.0,-0.1,0.0,15.0,12.3
63787050896664,29.7,14.8,-0.1,0.0,15.0,11.7
63787050897852,29.4,14.5,-0.1,0.0,15.0,11.2
63787050899023,28.3,13.4,-0.1,0.0,15.0,9.8
63787050900211,28.4,13.5,-0.1,0.0,15.0,10.6
63787050901398,28.4,13.5,-0.1,0.0,15.0,10.1
63787050902585,28.9,14.0,-0.1,0.0,15.0,10.5
63787050903772,29.2,14.3,-0.1,0.0,15.0,10.8
63787050904944,29.5,14.6,-0.1,0.0,15.0,11.0
63787050906115,28.7,13.8,-0.1,0.0,15.0,10.5
63787050907303,28.8,13.9,-0.1,0.0,15.0,10.4
63787050908474,29.2,14.3,-0.1,0.0,15.0,10.6
63787050909646,28.7,13.8,-0.1,0.0,15.0,11.2
63787050910817,29.3,14.4,-0.1,0.0,15.0,10.9
63787050912005,28.9,14.0,-0.1,0.0,15.0,11.2
63787050913161,28.3,13.4,-0.1,0.0,15.0,10.1
63787050914363,28.7,13.8,-0.1,0.0,15.0,11.3
63787050915535,29.0,14.1,-0.1,0.0,15.0,11.3
63787050916722,27.0,12.1,-0.1,0.0,15.0,9.7
63787050917878,28.5,13.6,-0.1,0.0,15.0,10.7
63787050919065,29.2,14.3,-0.1,0.0,15.0,10.9
63787050920237,28.2,13.3,-0.1,0.0,15.0,10.0
63787050921409,26.9,12.0,-0.1,0.0,15.0,9.1
63787050922580,27.1,12.2,-0.1,0.0,15.0,10.9
63787050923752,26.4,11.5,-0.1,0.0,15.0,9.9
63787050924923,28.1,13.2,-0.1,0.0,15.0,11.9
63787050926094,27.8,12.9,-0.1,0.0,15.0,10.4
63787050927266,26.9,12.0,-0.1,0.0,15.0,10.5
63787050928441,25.5,10.6,-0.1,0.0,15.0,9.0
63787050929628,28.8,13.9,-0.1,0.0,15.0,12.1
63787050930799,30.8,15.9,-0.1,0.0,15.0,14.7
63787050931987,30.1,15.2,-0.1,0.0,15.0,13.6
63787050933157,28.1,13.2,-0.1,0.0,15.0,10.7
63787050934345,27.4,12.5,-0.1,0.0,15.0,10.7
63787050935521,27.2,12.3,-0.1,0.0,15.0,10.0
63787050936709,27.8,12.9,-0.1,0.0,15.0,11.0
63787050937881,29.1,14.2,-0.1,0.0,15.0,11.7
63787050939057,28.7,13.8,-0.1,0.0,15.0,11.2
63787050940228,28.2,13.3,-0.1,0.0,15.0,11.2
63787050941391,29.5,14.6,-0.1,0.0,15.0,12.8
63787050942562,27.5,12.6,-0.1,0.0,15.0,10.8
63787050943753,28.5,13.6,-0.1,0.0,15.0,10.7
63787050944924,28.4,13.5,-0.1,0.0,15.0,11.5
63787050946096,30.7,15.8,-0.1,0.0,15.0,13.8
63787050947283,28.0,13.1,-0.1,0.0,15.0,11.6
63787050948506,28.6,13.7,-0.1,0.0,15.0,11.2
63787050949740,33.6,18.6,-0.1,0.1,15.0,10.8
63787050950927,32.0,17.1,-0.1,0.0,15.0,10.0
