TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787004508980,17.7,2.8,-0.1,0.0,15.0,0.3
63787004510078,30.0,15.1,-0.1,0.0,15.0,10.4
63787004511166,30.5,15.6,-0.1,0.0,15.0,12.8
63787004512247,30.5,15.6,-0.1,0.0,15.0,12.5
63787004513363,29.3,14.4,-0.1,0.0,15.0,11.2
63787004514450,29.7,14.8,-0.1,0.0,15.0,12.0
63787004515522,30.6,15.7,-0.1,0.0,15.0,12.9
63787004516595,29.9,15.0,-0.1,0.0,15.0,13.0
63787004517691,30.8,15.9,-0.1,0.0,15.0,12.6
63787004518775,29.4,14.5,-0.1,0.0,15.0,12.7
63787004519844,30.3,15.4,-0.1,0.0,15.0,12.8
63787004520940,27.9,13.0,-0.1,0.0,15.0,9.7
63787004522032,29.6,14.7,-0.1,0.0,15.0,11.0
63787004523113,30.3,15.4,-0.1,0.0,15.0,12.6
63787004524191,29.7,14.8,-0.1,0.0,15.0,11.9
63787004525297,31.1,16.2,-0.1,0.0,15.0,13.7
63787004526388,31.3,16.4,-0.1,0.0,15.0,13.4
63787004527466,30.4,15.5,-0.1,0.0,15.0,12.7
63787004528544,31.1,16.2,-0.1,0.0,15.0,13.0
63787004529653,30.0,15.1,-0.1,0.0,15.0,13.1
63787004530761,29.7,14.8,-0.1,0.0,15.0,11.8
63787004531826,29.2,14.3,-0.1,0.0,15.0,10.0
63787004532912,29.8,14.9,-0.1,0.0,15.0,12.0
63787004533994,30.3,15.4,-0.1,0.0,15.0,11.2
63787004535087,29.4,14.5,-0.1,0.0,15.0,11.7
63787004536180,29.2,14.3,-0.1,0.0,15.0,11.6
63787004537281,30.1,15.2,-0.1,0.0,15.0,11.7
63787004538359,30.9,16.0,-0.1,0.0,15.0,12.9
63787004539432,29.5,14.6,-0.1,0.0,15.0,13.0
63787004540533,30.4,15.5,-0.1,0.0,15.0,11.4
63787004541641,30.2,15.3,-0.1,0.0,15.0,13.1
63787004542728,31.4,16.5,-0.1,0.0,15.0,14.0
63787004543802,29.0,14.1,-0.1,0.0,15.0,10.8
63787004544916,30.7,15.8,-0.1,0.0,15.0,12.1
63787004546004,31.9,17.0,-0.1,0.0,15.0,13.8
63787004547116,30.7,15.8,-0.1,0.0,15.0,12.3
63787004548218,30.0,15.1,-0.1,0.0,15.0,11.3
63787004549301,29.4,14.5,-0.1,0.0,15.0,11.4
63787004550389,29.1,14.2,-0.1,0.0,15.0,12.4
63787004551478,29.6,14.7,-0.1,0.0,15.0,11.6
63787004552542,30.7,15.8,-0.1,0.0,15.0,12.2
63787004553612,30.4,15.5,-0.1,0.0,15.0,12.6
63787004554685,29.1,14.2,-0.1,0.0,15.0,12.0
63787004555777,29.1,14.2,-0.1,0.0,15.0,11.4
63787004556865,31.2,16.3,-0.1,0.0,15.0,14.1
