TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787033761387,17.2,2.3,-0.1,0.0,15.0,1.6
63787033762511,29.5,14.6,-0.1,0.0,15.0,10.1
63787033763652,28.1,13.2,-0.1,0.0,15.0,10.2
63787033764776,28.6,13.7,-0.1,0.0,15.0,10.8
63787033765901,27.8,12.9,-0.1,0.0,15.0,9.9
63787033767041,29.0,14.1,-0.1,0.0,15.0,10.7
63787033768182,28.6,13.7,-0.1,0.0,15.0,10.9
63787033769322,29.2,14.3,-0.1,0.0,15.0,10.9
63787033770448,27.6,12.7,-0.1,0.0,15.0,9.6
63787033771589,29.0,14.1,-0.1,0.0,15.0,11.5
63787033772714,28.4,13.5,-0.1,0.0,15.0,10.6
63787033773854,28.4,13.5,-0.1,0.0,15.0,10.5
63787033774994,29.3,14.4,-0.1,0.0,15.0,11.5
63787033776119,28.9,14.0,-0.1,0.0,15.0,11.1
63787033777259,28.8,13.9,-0.1,0.0,15.0,10.7
63787033778384,28.6,13.7,-0.1,0.0,15.0,10.5
63787033779514,29.6,14.7,-0.1,0.0,15.0,11.0
63787033780639,28.6,13.7,-0.1,0.0,15.0,10.6
63787033781779,28.4,13.5,-0.1,0.0,15.0,10.6
63787033782919,28.5,13.6,-0.1,0.0,15.0,10.8
63787033784044,28.7,13.8,-0.1,0.0,15.0,11.3
63787033785169,27.3,12.4,-0.1,0.0,15.0,9.4
63787033786309,27.2,12.3,-0.1,0.0,15.0,9.6
63787033787461,27.6,12.7,-0.1,0.0,15.0,10.1
63787033788602,28.5,13.6,-0.1,0.0,15.0,10.9
63787033789727,29.2,14.3,-0.1,0.0,15.0,11.4
63787033790867,27.2,12.3,-0.1,0.0,15.0,9.0
63787033791992,29.1,14.2,-0.1,0.0,15.0,11.2
63787033793116,29.2,14.3,-0.1,0.0,15.0,10.6
63787033794257,28.8,13.9,-0.1,0.0,15.0,10.6
63787033795381,28.6,13.7,-0.1,0.0,15.0,10.9
63787033796522,28.4,13.5,-0.1,0.0,15.0,10.5
63787033797646,29.3,14.4,-0.1,0.0,15.0,11.0
63787033798787,27.6,12.7,-0.1,0.0,15.0,10.0
63787033799911,28.7,13.8,-0.1,0.0,15.0,10.7
63787033801036,28.8,13.9,-0.1,0.0,15.0,10.7
63787033802161,29.2,14.3,-0.1,0.0,15.0,10.8
63787033803270,28.7,13.8,-0.1,0.0,15.0,10.2
63787033804407,27.4,12.5,-0.1,0.0,15.0,10.2
63787033805531,27.4,12.5,-0.1,0.0,15.0,10.6
63787033806658,27.5,12.6,-0.1,0.0,15.0,10.3
63787033807783,26.8,11.9,-0.1,0.0,15.0,10.4
63787033808921,26.1,11.2,-0.1,0.0,15.0,10.1
63787033810060,25.5,10.6,-0.1,0.0,15.0,9.0
63787033811184,27.5,12.6,-0.1,0.0,15.0,11.1
63787033812311,27.8,12.9,-0.1,0.0,15.0,11.4
63787033813464,27.8,12.9,-0.1,0.0,15.0,11.4
63787033814582,28.4,13.5,-0.1,0.0,15.0,10.3
63787033815723,25.8,10.9,-0.1,0.0,15.0,8.7
63787033816847,28.1,13.2,-0.1,0.0,15.0,11.7
63787033817988,28.5,13.6,-0.1,0.0,15.0,12.0
63787033819112,28.3,13.4,-0.1,0.0,15.0,12.2
63787033820253,26.4,11.5,-0.1,0.0,15.0,10.0
63787033821393,28.7,13.8,-0.1,0.0,15.0,12.8
63787033822534,27.6,12.7,-0.1,0.0,15.0,10.9
63787033823674,29.1,14.2,-0.1,0.0,15.0,12.4
63787033824814,26.7,11.8,-0.1,0.0,15.0,10.3
63787033825939,28.8,13.9,-0.1,0.0,15.0,12.2
63787033827079,28.2,13.3,-0.1,0.0,15.0,11.5
63787033828204,27.4,12.5,-0.1,0.0,15.0,10.2
63787033829329,28.9,14.0,-0.1,0.0,15.0,11.2
63787033830438,29.1,14.2,-0.1,0.0,15.0,11.6
63787033831563,30.3,15.4,-0.1,0.0,15.0,12.6
63787033832687,29.3,14.4,-0.1,0.0,15.0,11.3
63787033833812,29.5,14.6,-0.1,0.0,15.0,12.1
63787033834954,29.5,14.6,-0.1,0.0,15.0,11.6
63787033836079,30.0,15.1,-0.1,0.0,15.0,11.7
63787033837202,31.8,16.9,-0.1,0.0,15.0,13.4
63787033838332,30.2,15.3,-0.1,0.0,15.0,12.2
63787033839457,28.5,13.6,-0.1,0.0,15.0,11.2
63787033840582,29.2,14.3,-0.1,0.0,15.0,11.7
63787033841723,30.2,15.3,-0.1,0.0,15.0,11.7
63787033842863,29.5,14.6,-0.1,0.0,15.0,11.6
63787033843988,30.4,15.5,-0.1,0.0,15.0,12.4
63787033845113,29.0,14.1,-0.1,0.0,15.0,11.6
63787033846237,29.2,14.3,-0.1,0.0,15.0,11.6
63787033847362,29.5,14.6,-0.1,0.0,15.0,11.5
63787033848488,29.0,14.1,-0.1,0.0,15.0,11.3
63787033849613,29.0,14.1,-0.1,0.0,15.0,11.4
63787033850738,29.1,14.2,-0.1,0.0,15.0,11.2
63787033851863,29.6,14.7,-0.1,0.0,15.0,12.4
63787033852987,28.3,13.4,-0.1,0.0,15.0,10.9
63787033854112,29.4,14.5,-0.1,0.0,15.0,11.7
63787033855240,30.0,15.1,-0.1,0.0,15.0,11.8
63787033856364,30.3,15.4,-0.1,0.0,15.0,12.2
63787033857473,29.3,14.4,-0.1,0.0,15.0,11.9
63787033858598,29.4,14.5,-0.1,0.0,15.0,12.1
63787033859723,29.0,14.1,-0.1,0.0,15.0,11.1
63787033860848,29.8,14.9,-0.1,0.0,15.0,11.9
63787033861973,28.4,13.5,-0.1,0.0,15.0,11.1
63787033863098,25.8,10.9,-0.1,0.0,15.0,9.4
63787033864207,27.1,12.2,-0.1,0.0,15.0,11.0
63787033865332,26.6,11.7,-0.1,0.0,15.0,10.5
63787033866456,28.3,13.4,-0.1,0.0,15.0,12.4
63787033867581,25.5,10.6,-0.1,0.0,15.0,9.3
63787033868706,26.7,11.8,-0.1,0.0,15.0,10.5
63787033869830,26.8,11.9,-0.1,0.0,15.0,10.6
63787033870955,26.5,11.6,-0.1,0.0,15.0,10.4
63787033872080,26.7,11.8,-0.1,0.0,15.0,9.8
63787033873220,29.6,14.7,-0.1,0.0,15.0,13.2
63787033874345,28.7,13.8,-0.1,0.0,15.0,12.6
63787033875470,28.4,13.5,-0.1,0.0,15.0,11.8
63787033876596,28.5,13.6,-0.1,0.0,15.0,11.0
63787033877721,30.2,15.3,-0.1,0.0,15.0,14.0
63787033878861,27.6,12.7,-0.1,0.0,15.0,11.0
63787033879986,26.3,11.4,-0.1,0.0,15.0,9.6
