TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787306518988,27.4,12.5,-0.1,0.0,15.0,9.6
63787306520080,28.4,13.5,-0.1,0.0,15.0,9.9
63787306521168,28.2,13.3,-0.1,0.0,15.0,9.8
63787306522247,27.1,12.2,-0.1,0.0,15.0,9.2
63787306523319,28.1,13.2,-0.1,0.0,15.0,10.5
63787306524395,29.0,14.1,-0.1,0.0,15.0,10.4
63787306525487,29.3,14.4,-0.1,0.0,15.0,11.6
63787306526571,30.0,15.1,-0.1,0.0,15.0,10.6
63787306527668,28.3,13.4,-0.1,0.0,15.0,10.5
63787306528740,28.7,13.8,-0.1,0.0,15.0,10.7
63787306529826,28.9,14.0,-0.1,0.0,15.0,11.7
63787306530892,27.5,12.5,-0.1,0.0,15.0,9.4
63787306531973,29.4,14.5,-0.1,0.0,15.0,11.4
63787306533072,28.4,13.5,-0.1,0.0,15.0,11.1
63787306534172,30.0,15.0,-0.1,0.0,15.0,12.3
63787306535244,29.0,14.1,-0.1,0.0,15.0,11.4
63787306536324,28.8,13.9,-0.1,0.0,15.0,10.7
63787306537388,28.3,13.4,-0.1,0.0,15.0,11.8
63787306538458,28.1,13.2,-0.1,0.0,15.0,10.6
63787306539546,28.4,13.5,-0.1,0.0,15.0,10.8
63787306540618,29.0,14.1,-0.1,0.0,15.0,10.7
63787306541698,28.4,13.5,-0.1,0.0,15.0,10.4
63787306542777,27.7,12.8,-0.1,0.0,15.0,9.7
63787306543869,27.6,12.7,-0.1,0.0,15.0,10.0
63787306544966,27.1,12.2,-0.1,0.0,15.0,9.7
63787306546042,28.1,13.2,-0.1,0.0,15.0,11.1
63787306547117,28.6,13.7,-0.1,0.0,15.0,11.5
63787306548193,27.3,12.4,-0.1,0.0,15.0,9.8
63787306549280,27.5,12.6,-0.1,0.0,15.0,9.5
63787306550369,28.0,13.1,-0.1,0.0,15.0,10.5
63787306551458,28.6,13.7,-0.1,0.0,15.0,11.7
63787306552543,28.1,13.2,-0.1,0.0,15.0,10.6
63787306553633,29.3,14.4,-0.1,0.0,15.0,11.2
63787306554721,28.6,13.7,-0.1,0.0,15.0,10.1
63787306555777,29.1,14.2,-0.1,0.0,15.0,10.8
63787306556872,29.0,14.1,-0.1,0.0,15.0,10.0
63787306557970,28.6,13.7,-0.1,0.0,15.0,11.3
63787306559047,29.8,14.9,-0.1,0.0,15.0,11.7
63787306560124,27.9,13.0,-0.1,0.0,15.0,10.4
63787306561192,28.8,13.9,-0.1,0.0,15.0,10.4
63787306562297,26.7,11.8,-0.1,0.0,15.0,9.3
63787306563370,28.0,13.1,-0.1,0.0,15.0,11.6
63787306564465,27.0,12.1,-0.1,0.0,15.0,10.7
63787306565531,25.7,10.8,-0.1,0.0,15.0,10.0
63787306566650,28.2,13.3,-0.1,0.0,15.0,9.6
63787306567723,29.0,14.0,-0.1,0.0,15.0,11.2
63787306568805,27.3,12.4,-0.1,0.0,15.0,9.3
63787306569878,27.6,12.7,-0.1,0.0,15.0,11.3
63787306570946,27.1,12.2,-0.1,0.0,15.0,10.7
63787306572029,28.9,14.0,-0.1,0.0,15.0,12.1
63787306573109,27.3,12.4,-0.1,0.0,15.0,11.4
63787306574182,28.8,13.9,-0.1,0.0,15.0,12.6
63787306575284,28.6,13.7,-0.1,0.0,15.0,12.0
63787306576379,28.4,13.5,-0.1,0.0,15.0,10.7
63787306577471,28.9,14.0,-0.1,0.0,15.0,11.7
63787306578550,26.7,11.8,-0.1,0.0,15.0,10.0
63787306579620,28.7,13.8,-0.1,0.0,15.0,11.5
63787306580709,27.5,12.6,-0.1,0.0,15.0,10.6
