TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787311371816,27.4,12.5,-0.1,0.0,15.0,10.0
63787311372914,25.9,11.0,-0.1,0.0,15.0,9.4
63787311374022,26.9,12.0,-0.1,0.0,15.0,10.9
63787311375125,27.0,12.0,-0.1,0.0,15.0,9.8
63787311376217,26.8,11.9,-0.1,0.0,15.0,9.9
63787311377315,27.6,12.7,-0.1,0.0,15.0,11.3
63787311378399,26.8,11.9,-0.1,0.0,15.0,9.9
63787311379501,24.5,9.6,-0.1,0.0,15.0,8.9
63787311380594,27.1,12.2,-0.1,0.0,15.0,10.8
63787311381691,27.1,12.2,-0.1,0.0,15.0,10.1
63787311382803,29.0,14.1,-0.1,0.0,15.0,12.6
63787311383912,29.8,14.9,-0.1,0.0,15.0,13.3
63787311385031,27.2,12.3,-0.1,0.0,15.0,10.7
63787311386141,27.9,13.0,-0.1,0.0,15.0,10.8
63787311387233,27.8,12.8,-0.1,0.0,15.0,11.1
63787311388340,29.0,14.1,-0.1,0.0,15.0,12.4
63787311389453,29.0,14.1,-0.1,0.0,15.0,12.7
63787311390556,30.2,15.3,-0.1,0.0,15.0,13.8
63787311391654,29.6,14.7,-0.1,0.0,15.0,11.7
63787311392750,28.2,13.3,-0.1,0.0,15.0,11.6
63787311393850,30.1,15.2,-0.1,0.0,15.0,13.0
63787311394939,28.0,13.1,-0.1,0.0,15.0,11.8
63787311396042,26.9,12.0,-0.1,0.0,15.0,10.3
63787311397144,30.0,15.1,-0.1,0.0,15.0,13.1
63787311398266,27.9,13.0,-0.1,0.0,15.0,11.4
63787311399367,26.9,12.0,-0.1,0.0,15.0,10.0
63787311400478,28.8,13.9,-0.1,0.0,15.0,11.9
63787311401600,27.5,12.6,-0.1,0.0,15.0,11.5
63787311402701,30.1,15.2,-0.1,0.0,15.0,13.5
63787311403804,28.2,13.3,-0.1,0.0,15.0,11.9
63787311404926,29.2,14.3,-0.1,0.0,15.0,12.3
63787311406036,26.1,11.2,-0.1,0.0,15.0,10.2
63787311407146,29.0,14.1,-0.1,0.0,15.0,12.5
63787311408252,30.0,15.1,-0.1,0.0,15.0,13.2
63787311409357,29.1,14.2,-0.1,0.0,15.0,12.9
63787311410458,30.7,15.8,-0.1,0.0,15.0,14.3
63787311411597,29.9,15.0,-0.1,0.0,15.0,13.6
63787311412692,29.8,14.9,-0.1,0.0,15.0,13.2
63787311413804,29.3,14.4,-0.1,0.0,15.0,12.3
63787311414909,28.8,13.9,-0.1,0.0,15.0,12.2
63787311416013,31.9,17.0,-0.1,0.0,15.0,15.7
63787311417112,28.7,13.8,-0.1,0.0,15.0,11.6
63787311418216,26.9,12.0,-0.1,0.0,15.0,10.7
63787311419309,28.2,13.3,-0.1,0.0,15.0,11.6
