TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63786897683839,28.1,13.2,-0.1,0.0,15.0,11.1
63786897684887,26.9,11.9,-0.1,0.1,15.0,10.6
63786897685938,26.9,12.0,-0.1,0.0,15.0,11.2
63786897686993,26.1,11.2,-0.1,0.0,15.0,9.9
63786897688041,24.9,10.0,-0.1,0.0,15.0,9.1
63786897689093,25.0,10.1,-0.1,0.0,15.0,9.6
63786897690136,27.3,12.4,-0.1,0.0,15.0,11.8
63786897691188,26.3,11.4,-0.1,0.0,15.0,10.2
63786897692233,26.7,11.8,-0.1,0.0,15.0,10.7
63786897693281,27.1,12.2,-0.1,0.0,15.0,11.0
63786897694330,27.8,12.9,-0.1,0.0,15.0,11.9
63786897695377,24.2,9.3,-0.1,0.0,15.0,7.7
63786897696434,26.1,11.2,-0.1,0.0,15.0,10.0
63786897697485,28.1,13.2,-0.1,0.0,15.0,12.5
63786897698529,26.3,11.4,-0.1,0.0,15.0,10.2
63786897699574,26.6,11.7,-0.1,0.0,15.0,10.9
63786897700622,26.5,11.6,-0.1,0.0,15.0,10.4
63786897701677,26.7,11.8,-0.1,0.0,15.0,10.6
63786897702733,25.5,10.6,-0.1,0.0,15.0,9.8
63786897703790,27.2,12.3,-0.1,0.0,15.0,11.2
63786897704843,29.1,14.2,-0.1,0.0,15.0,11.6
63786897705890,26.2,11.3,-0.1,0.0,15.0,10.4
63786897706942,25.9,11.0,-0.1,0.0,15.0,10.4
63786897708002,27.3,12.4,-0.1,0.0,15.0,11.4
63786897709047,28.0,13.1,-0.1,0.0,15.0,11.7
63786897710087,26.7,11.8,-0.1,0.0,15.0,10.8
63786897711137,25.6,10.7,-0.1,0.0,15.0,9.8
63786897712188,25.8,10.9,-0.1,0.0,15.0,10.0
63786897713238,28.2,13.3,-0.1,0.0,15.0,11.7
63786897714296,27.1,12.2,-0.1,0.0,15.0,11.3
63786897715344,27.0,12.1,-0.1,0.0,15.0,11.0
63786897716384,24.7,9.8,-0.1,0.0,15.0,8.6
63786897717430,28.1,13.2,-0.1,0.0,15.0,11.6
63786897718490,27.0,12.1,-0.1,0.0,15.0,10.4
63786897719535,25.7,10.8,-0.1,0.0,15.0,9.8
63786897720587,27.7,12.8,-0.1,0.0,15.0,11.9
63786897721642,27.0,12.1,-0.1,0.0,15.0,10.5
63786897722686,27.8,12.9,-0.1,0.0,15.0,11.5
63786897723736,26.7,11.8,-0.1,0.0,15.0,10.8
63786897724782,29.4,14.5,-0.1,0.0,15.0,11.5
63786897725830,28.5,13.6,-0.1,0.0,15.0,12.1
63786897726887,28.7,13.8,-0.1,0.0,15.0,12.6
63786897727937,26.8,11.9,-0.1,0.0,15.0,10.1
63786897729000,29.1,14.2,-0.1,0.0,15.0,12.3
63786897730052,26.4,11.5,-0.1,0.0,15.0,10.1
63786897731123,28.3,13.4,-0.1,0.0,15.0,12.1
63786897732174,25.9,11.0,-0.1,0.0,15.0,10.1
63786897733241,27.3,12.4,-0.1,0.0,15.0,11.5
63786897734296,27.4,12.5,-0.1,0.0,15.0,11.8
63786897735339,26.7,11.8,-0.1,0.0,15.0,10.7
63786897736396,28.4,13.5,-0.1,0.0,15.0,12.1
63786897737452,27.3,12.4,-0.1,0.0,15.0,11.5
