TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63787036604450,28.2,13.3,-0.1,0.0,15.0,11.7
63787036605575,30.1,15.2,-0.1,0.0,15.0,10.8
63787036606684,30.1,15.2,-0.1,0.0,15.0,11.8
63787036607824,28.3,13.4,-0.1,0.0,15.0,9.9
63787036608980,28.9,14.0,-0.1,0.0,15.0,10.7
63787036610121,28.4,13.5,-0.1,0.0,15.0,9.6
63787036611245,29.2,14.3,-0.1,0.0,15.0,10.6
63787036612386,28.6,13.7,-0.1,0.0,15.0,11.2
63787036613524,29.9,15.0,-0.1,0.0,15.0,11.3
63787036614649,28.7,13.8,-0.1,0.0,15.0,11.2
63787036615774,28.8,13.9,-0.1,0.0,15.0,10.6
63787036616883,29.3,14.4,-0.1,0.0,15.0,10.3
63787036618023,29.8,14.9,-0.1,0.0,15.0,10.6
63787036619164,29.2,14.3,-0.1,0.0,15.0,11.9
63787036620288,29.0,14.1,-0.1,0.0,15.0,9.8
63787036621429,29.6,14.7,-0.1,0.0,15.0,11.0
63787036622566,30.5,15.6,-0.1,0.0,15.0,13.2
63787036623691,29.7,14.8,-0.1,0.0,15.0,10.6
63787036624816,29.0,14.1,-0.1,0.0,15.0,10.2
63787036625941,29.1,14.2,-0.1,0.0,15.0,11.5
63787036627065,29.7,14.8,-0.1,0.0,15.0,10.6
63787036628190,28.5,13.6,-0.1,0.0,15.0,10.3
63787036629315,30.1,15.2,-0.1,0.0,15.0,12.2
63787036630448,28.9,14.0,-0.1,0.0,15.0,10.6
63787036631572,29.4,14.5,-0.1,0.0,15.0,10.1
63787036632713,29.4,14.5,-0.1,0.0,15.0,11.5
63787036633837,28.8,13.9,-0.1,0.0,15.0,9.7
63787036634962,28.0,13.1,-0.1,0.0,15.0,10.0
63787036636102,29.1,14.2,-0.1,0.0,15.0,10.4
63787036637227,29.2,14.3,-0.1,0.0,15.0,10.9
63787036638352,28.7,13.8,-0.1,0.0,15.0,10.3
63787036639473,28.5,13.6,-0.1,0.0,15.0,9.9
63787036640597,28.7,13.8,-0.1,0.0,15.0,10.2
63787036641706,30.0,15.1,-0.1,0.0,15.0,12.7
63787036642847,28.2,13.3,-0.1,0.0,15.0,10.0
63787036643971,30.0,15.1,-0.1,0.0,15.0,10.9
63787036645096,29.6,14.7,-0.1,0.0,15.0,11.7
63787036646221,29.6,14.7,-0.1,0.0,15.0,12.2
63787036647346,29.6,14.7,-0.1,0.0,15.0,11.3
63787036648478,28.0,13.1,-0.1,0.0,15.0,11.0
63787036649596,27.8,12.9,-0.1,0.0,15.0,10.6
63787036650720,28.0,13.1,-0.1,0.0,15.0,11.4
63787036651853,28.1,13.2,-0.1,0.0,15.0,11.4
63787036652978,27.1,12.2,-0.1,0.0,15.0,11.2
63787036654095,29.1,14.2,-0.1,0.0,15.0,12.1
63787036655217,28.9,14.0,-0.1,0.0,15.0,11.9
